title,company,location,type,skills_required,salary_min,salary_max,category
Senior Sourcing Analyst,Larkspur Freight Partners,"Atlanta, GA",Part-time,"Contract Negotiation, KPI Development, Vendor Management",96564,111234,Supply Chain
Business Operations Manager,Juniper Ridge Partners,Remote,Internship,"Data-Driven Decision Making, P&L Management, KPI Development, Stakeholder Management",81134,88155,Business Operations
Senior Sourcing Analyst,Ashwater Consulting,"Denver, CO",Full-time,"Vendor Management, NetSuite, SAP, KPI Development, Budgeting & Forecasting, Data Analysis",110768,124319,Supply Chain
Operations Coordinator,Quarrystone Enterprises,"Los Angeles, CA",Full-time,"Excel Financial Modeling, Business Analysis, KPI Development, Budgeting & Forecasting, Cost-Benefit Analysis, P&L Management, Facilitation",84106,99684,Business Operations
Senior Category Manager,Larkspur Freight Partners,Remote,Full-time,"Risk Management, KPI Development, Contract Negotiation, Data Analysis, Vendor Management, Cost-Benefit Analysis, NetSuite",105934,114533,Supply Chain
Staff PMO Lead,Pemberton Logistics Group,"Seattle, WA",Internship,"Retrospective Facilitation, Presentation Skills, Requirements Gathering, Risk Assessment (Projects), Budget Management (Projects)",137103,146076,Project & Program Management
Purchasing Coordinator,Hartsfield Supply Chain Partners,Remote,Part-time,"KPI Development, Budgeting & Forecasting, Data Analysis, Excel",80427,99781,Supply Chain
Junior Program Manager,Brightfield Sourcing,"Berlin, Germany",Internship,"Critical Thinking, RISK ASSESSMENT (PROJECTS), Roadmap Planning, PRINCE2, Retrospective Facilitation, Requirements Gathering, Budget Management (Projects), Microsoft Project",55434,63743,Project & Program Management
Manager Inventory Analyst,Copperfield Ventures,"San Francisco, CA",Full-time,"Budgeting & Forecasting, Contract Negotiation, NetSuite, Supply Chain Analysis, Excel Financial Modeling",130269,162253,Supply Chain
Junior Sourcing Analyst,Silverton Logistics,"Boston, MA",Internship,"Cost-Benefit Analysis, Git, Procurement, KPI Development, Vendor Management, Risk Management, Budgeting & Forcasting, Budgeting & Forcasting",62201,76759,Supply Chain
Lead Inventory Analyst,Hollowbrook Ventures,"Boston, MA",Part-time,"Excel Financial Modeling, KPI Development, Cost-Benefit Analysis, NetSuite, Excel, Contract Negotiation",124493,133138,Supply Chain
Lead Business Operations Manager,Silverton Logistics,"Chicago, IL",Full-time,"Data-Driven Decision Making, Vendor Management, Business Analysis, Presentation Skills, Excel, Cross-team Coordination, Process Improvement",124703,138705,Business Operations
Intern Fulfillment Operations Manager,Larkspur Freight Partners,"Austin, TX",Full-time,"SAP, Contract Negotiation, Vendor Management, Cost-Benefit Analysis, Supply Chain Analysis, Procurement, Facilitation, Risk Management",23914,28479,Supply Chain
Purchasing Coordinator,Redwood Data Systems,"Toronto, ON",Full-time,"Contract Negotiation, SAP, Data Analysis, Vendor Management",75171,82679,Supply Chain
Director of Operations,Longmoor Logistics Group,"Dublin, Ireland",Full-time,"Facilitation, sap, P&L Management, Business Analysis",84075,93618,Business Operations
Intern Vendor Manager,Auburn Peak Logistics,"New York, NY",Internship,"NetSuite, KPI Development, Budgeting & Forecasting, SAP, Procurement, Cross-functional Collaboration",24939,41604,Supply Chain
Intern Program Manager,Harborline Technologies,"Berlin, Germany",Internship,"Gantt Chart Planning, Stakeholder Management, Decision Making, Change Management",23977,29002,Project & Program Management
Intern Procurement Specialist,Pinegrove Freight Co,"Vancouver, BC",Internship,"Contract Negotiation, Excel, Cost-Benefit Analysis, Agile Methodology, SAP, KPI Development, Data Analysis",27945,37498,Supply Chain
Director Fulfillment Operations Manager,Lockwood Trading Partners,Remote,Internship,"Decision Making, Excel Financial Modeling, Excel, KPI Development",147367,181887,Supply Chain
Manager Operations Associate,Pinecrest Digital,"London, UK",Contract,"P&L Management, Vendor Management, Budgeting & Forecasting",128609,146975,Business Operations
Manager Operations Coordinator,Briarcliff Supply Group,Remote,Full-time,"SAP, Budgeting & Forecasting, Presentation Skills, Cost-Benefit Analysis, Data-Driven Decision Making",128067,160904,Business Operations
Procurement Specialist,Granite Vale Enterprises,"Atlanta, GA",Internship,"Budgeting & Forecasting, NetSuite, Data Analysis, Critical Thinking",84094,103175,Supply Chain
Vendor Manager,Nova Field Labs,Remote,Full-time,"Cost-Benefit Analysis, NetSuite, Budgeting & Forcasting, Vendor Management, Data Analysis",75477,92052,Supply Chain
Senior Vendor Manager,Lockwood Trading Partners,Remote,Full-time,"Data Analysis, Procurement, Risk Management, Contract Negotiation, Cost-Benefit Analysis, Budgeting & Forecasting, Vendor Management",96780,120513,Supply Chain
Director Revenue Operations Analyst,Kestrel Point Enterprises,Remote,Contract,"Business Analysis, QuickBooks, Vendor Management, SAP, Budgeting & Forecasting, KPI Development",152423,185043,Business Operations
Supply Chain Manager,Ridgemont Sourcing Solutions,"Atlanta, GA",Full-time,"Budgeting & Forecasting, Excel, NetSuite, Vendor Management",117574,131025,Supply Chain
Intern Supply Chain Analyst,Thornfield Industries,"Los Angeles, CA",Full-time,"KPI Development, Procurement, Cost-Benefit Analysis, Budgeting & Forecasting, Excel, Excel Financial Modeling, NetSuite",25579,39114,Supply Chain
Manager Sourcing Analyst,Marlow Bay Group,"Chicago, IL",Full-time,"Cost-Benefit Analysis, Procurement, Data Analysis, Budgeting & Forecasting, Vendor Management, SAP, Contract Negotiation",120507,138593,Supply Chain
Director of Operations,Saltmarsh Supply Co,"Boston, MA",Internship,"Cross-team Coordination, Vendor Management, SAP, Stakeholder Management, Data-Driven Decision Making, Excel Financial Modeling, Business Analysis",160406,179265,Business Operations
Intern Technical Program Manager,Ashgrove Consulting,"Vancouver, BC",Internship,"Scrum, Agile Methodology, Resource Allocation",25488,38819,Project & Program Management
Junior PMO Analyst,Emberline Trading Co,"Seattle, WA",Full-time,"Portfolio Management, Requirements Gathering, Microsoft Project, Gantt Chart Planning, Risk Assessment (Projects), Vendor Coordination, Kanban",57602,71421,Project & Program Management
Intern Supply Chain Manager,Elmswood Trading Co,"Seattle, WA",Internship,"SAP, Risk Management, Supply Chain Analysis, NetSuite, Cost-Benefit Analysis, Excel Financial Modeling, Contract Negotiation",23529,32058,Supply Chain
Operations Manager,Wellspring Procurement Partners,Remote,Full-time,"Stakeholder Management, KPI Development, P&L Management, Excel",77467,89727,Business Operations
Lead Operations Analyst,Cascade Freight Systems,"Seattle, WA",Contract,"NETSUITE, Cost-Benefit Analysis, Stakeholder Management, Excel",117688,144450,Business Operations
Senior Sourcing Analyst,Thornfield Industries,Remote,Internship,"Excel, SAP, Budgeting & Forecasting, Data Analysis, Cost-Benefit Analysis, NetSuite, Vendor Management",110241,135742,Supply Chain
Lead Procurement Manager,Fernbridge Holdings,"San Francisco, CA",Full-time,"SAP, Data Analysis, Vendor Management, NetSuite, Excel, Procurement, Contract Negotiation",115013,143854,Supply Chain
Category Manager,Foxglove Operations,"Seattle, WA",Full-time,"Data Analysis, Negotiation, Vendor Management, Procurement",76198,91937,Supply Chain
Intern Supply Chain Coordinator,Onyx Bridge Tech,Remote,Internship,"Data Analysis, Excel, SAP, Supply Chain Analysis, Excel Financial Modeling, Critical Thinking, Procurement",21622,35753,Supply Chain
Junior Scrum Master,Ironwood Systems,"London, UK",Contract,"Monday.com, Sprint Planning, Vendor Coordination, Trello, PMP Certification, Problem Solving, Microsoft Project",57345,70795,Project & Program Management
Category Manager,Norwich Point Consulting,"Seattle, WA",Full-time,"Risk Management, Budgeting & Forecasting, Contract Negotiation, Excel, KPI Development, Negotiation, Procurement, NetSuite",114095,151293,Supply Chain
Intern Revenue Operations Analyst,Norwich Point Consulting,"Toronto, ON",Internship,"SAP, NetSuite, Excel Financial Modeling, Budgeting & Forecasting, Data-Driven Decision Making, Stakeholder Management",26155,43105,Business Operations
Staff Program Manager,Ashwater Consulting,"Berlin, Germany",Full-time,"Resource Allocation, Portfolio Management, Monday.com, Cross-team Coordination, Program Management, Risk Assessment (Projects)",139624,157493,Project & Program Management
Principal Program Manager,Summit Ledger Partners,Remote,Full-time,"SAFe (Scaled Agile Framework), Gantt Chart Planning, Retrospective Facilitation, Kanban, Asana, Program Management, Sprint Planning",146197,159653,Project & Program Management
Staff Project Manager,Millbrook Distribution Group,"Toronto, ON",Full-time,"Agile Methodology, Vendor Coordination, Time Management, Scrum, Portfolio Management",139588,155291,Project & Program Management
Senior Revenue Operations Analyst,Thornfield Industries,"Boston, MA",Internship,"KPI Development, Excel, Excel Financial Modeling, Business Analysis",97353,112641,Business Operations
Principal Agile Coach,Onyx Bridge Tech,"London, UK",Full-time,"Kanban, Sprint Planning, Jira, Trello, Confluence",144451,172425,Project & Program Management
Lead Logistics Coordinator,Duskwood Logistics Partners,Remote,Full-time,"Cost-Benefit Analysis, Excel, Supply Chain Analysis, KPI Development, Budgeting & Forecasting, Risk Management, Contract Negotiation, Presentation Skills",122583,135619,Supply Chain
Manager Sourcing Analyst,Thornfield Industries,Remote,Full-time,"Budgeting & Forecasting, Vendor Management, KPI Development, SAP, Problem Solving",127047,138577,Supply Chain
Intern Category Manager,Kettlebrook Enterprises,Remote,Internship,"Contract Negotiation, Negotiation, Budgeting & Forecasting, KPI Development",23931,31555,Supply Chain
Principal Technical Program Manager,Nettlefield Ventures,"Toronto, ON",Full-time,"Stakeholder Management, Budget Management (Projects), Kanban",141043,160067,Project & Program Management
Vendor Manager,Briarcliff Supply Group,Remote,Part-time,"Excel, Procurement, Contract Negotiation",79826,90701,Supply Chain
Procurement Manager,Vertex Cloud Labs,"Austin, TX",Full-time,"SAP, Team Leadership, Cost-Benefit Analysis, Vendor Management",112802,141038,Supply Chain
Supply Chain Coordinator,Larkspur Freight Partners,"Chicago, IL",Full-time,"Contract Negotiation, Excel, Time Management, Vendor Management, Data Analysis",83891,96758,Supply Chain
Junior Inventory Analyst,Redwood Data Systems,"San Francisco, CA",Internship,"Contract Negotiation, Data Analysis, Vendor Management, SAP",61676,77830,Supply Chain
Junior Purchasing Coordinator,Nettlefield Ventures,"Austin, TX",Internship,"Budgeting & Forecasting, NetSuite, Procurement, Contract Negotiation",60350,66151,Supply Chain
Intern Category Manager,Yardley Logistics Co,"Chicago, IL",Full-time,"Facilitation, Vendor Management, Cost-Benefit Analysis, Excel, Data Analysis, Risk Management",24209,32754,Supply Chain
Demand Planner,Nova Field Labs,"New York, NY",Full-time,"KPI Development, Budgeting & Forecasting, Vendor Management, Data Analysis, Risk Management, Contract Negotiation, Supply Chain Analysis",83630,98546,Supply Chain
Principal Project Manager,Elmswood Trading Co,"Atlanta, GA",Contract,"Cross-team Coordination, Vendor Coordination, Requirements Gathering, Trello, Retrospective Facilitation, Scrum, Asana",142041,171036,Project & Program Management
Principal Strategy & Operations Manager,Nettlefield Ventures,"Chicago, IL",Part-time,"Cross-functional Collaboration, QuickBooks, Cross-team Coordination, Excel Financial Modeling, Stakeholder Management, KPI Development, Cost-Benefit Analysis, Business Analysis",148009,160126,Business Operations
Purchasing Coordinator,Glenridge Procurement Group,"Austin, TX",Full-time,"Budgeting & Forecasting, SAP, Contract Negotiation, Cost-Benefit Analysis, Risk Management",81816,87294,Supply Chain
Junior Vendor Manager,Summit Ledger Partners,"San Francisco, CA",Part-time,"SAP, KPI Development, Cost-Benefit Analysis, Vendor Management, Contract Negotiation, Data Analysis",59333,68705,Supply Chain
Manager Demand Planner,Lockwood Trading Partners,"Chicago, IL",Part-time,"Excel Financial Modeling, Cost-Benefit Analysis, Budgeting & Forecasting, NetSuite",122483,134176,Supply Chain
Lead Revenue Operations Analyst,Amberfield Logistics,Singapore,Part-time,"Cross-team Coordination, Stakeholder Management, Excel Financial Modeling, Cost-Benefit Analysis, QuickBooks, Communication, P&L Management",116519,134951,Business Operations
Senior Vendor Manager,Mistwood Distribution Partners,"Berlin, Germany",Full-time,"Procurement, Risk Management, NetSuite, Vendor Management, KPI Development, Contract Negotiation, Facilitation",95692,120856,Supply Chain
Manager Operations Associate,Skyline Ventures IT,"Berlin, Germany",Internship,"Budgeting & Forecasting, Excel Financial Modeling, Excel, Cross-team Coordination",116351,134007,Business Operations
Manager Procurement Specialist,Hollowbrook Ventures,Singapore,Full-time,"Risk Management, Cost-Benefit Analysis, Data Analysis, Presentation Skills, Excel, NetSuite, Contract Negotiation, SAP",113784,131878,Supply Chain
Program Manager,Elmswood Trading Co,"Los Angeles, CA",Part-time,"Requirements Gathering, Resource Allocation, Cross-team Coordination, Microsoft Project, Asana, Jira",122520,137194,Project & Program Management
Staff PMO Analyst,Underhill Ventures Group,Remote,Full-time,"Asana, Decision Making, SAFe (Scaled Agile Framework), Change Management, Requirements Gathering",133457,157660,Project & Program Management
Manager Purchasing Coordinator,Yardley Logistics Co,"Austin, TX",Full-time,"NetSuite, Cost-Benefit Analysis, Contract Negotiation, Procurement, Vendor Management, Decision Making, Excel",131814,155351,Supply Chain
Junior Vendor Manager,Fernbridge Holdings,"New York, NY",Part-time,"Facilitation, SAP, Data Analysis, Cost-Benefit Analysis, Contract Negotiation, Excel, NetSuite",61216,71920,Supply Chain
Junior Director of Operations,Oldbridge Supply Solutions,Remote,Full-time,"Vendor Management, P&L Management, Cost-Benefit Analysis, Budgeting & Forecasting",58102,70849,Business Operations
Lead Revenue Operations Analyst,Stonewick Supply Chain Co,"Los Angeles, CA",Full-time,"QuickBooks, Cost-Benefit Analysis, Business Analysis, Process Improvement, Data-Driven Decision Making",129720,153176,Business Operations
Junior Procurement Manager,Juniper Ridge Partners,"Atlanta, GA",Full-time,"Risk Management, Cost-Benefit Analysis, Vendor Management, Procurement",56145,63623,Supply Chain
Intern Sourcing Analyst,Crestline Digital,"Austin, TX",Internship,"NetSuite, Vendor Management, Data Analysis, Budgeting & Forecasting, KPI Development",20309,29739,Supply Chain
Lead Sourcing Analyst,Coldharbor Ventures,"Chicago, IL",Full-time,"Risk Management, SAP, Contract Negotiation, NetSuite, Data Analysis, Negotiation, KPI Development, Vendor Management",123609,135503,Supply Chain
Intern Category Manager,Windmere Consulting Group,Remote,Internship,"Budgeting & Forecasting, Time Management, NetSuite, Contract Negotiation, KPI Development, Risk Management, Excel",26946,43292,Supply Chain
Senior Business Operations Manager,Yardley Logistics Co,"San Francisco, CA",Full-time,"Vendor Management, Excel, Cross-team Coordination, Business Analysis",103320,114693,Business Operations
Senior Operations Analyst,Nova Field Labs,"Boston, MA",Full-time,"Vendor Management, SAP, Cross-team Coordination, Time Management, Process Improvement, KPI Development, Excel, QuickBooks",109954,125422,Business Operations
Junior Category Manager,Underhill Ventures Group,"Chicago, IL",Full-time,"Budgeting & Forecasting, Risk Management, NetSuite, Negotiation, SAP, Procurement, Vendor Management, KPI Development",60579,66461,Supply Chain
Intern Logistics Manager,Zephyrhold Enterprises,Remote,Internship,"Vendor Management, Excel Financial Modeling, Data Analysis",25299,40730,Supply Chain
Strategy & Operations Manager,Wrenfield Sourcing Partners,"Chicago, IL",Full-time,"QuickBooks, Stakeholder Management, SAP, Business Analysis",79707,89940,Business Operations
Vendor Manager,Northgate Operations Inc,"Bangalore, India",Part-time,"Contract Negotiation, Cost-Benefit Analysis, Risk Management",79403,95148,Supply Chain
Lead Director of Operations,Farrowdale Operations Group,"Toronto, ON",Part-time,"Cross-team Coordination, Critical Thinking, Excel Financial Modeling, Vendor Management",118919,133219,Business Operations
Director Revenue Operations Analyst,Stonewick Supply Chain Co,"London, UK",Full-time,"NetSuite, Vendor Management, Excel Financial Modeling",155772,176832,Business Operations
Lead Director of Operations,Cedarpine Logistics,Remote,Part-time,"NetSuite, Critical Thinking, data-driven decision making, Excel Financial Modeling",125270,144364,Business Operations
Manager Supply Chain Analyst,Valemont Distribution,"Boston, MA",Full-time,"Cross-functional Collaboration, SAP, Contract Negotiation, Cost-Benefit Analysis",129591,154088,Supply Chain
Lead Operations Associate,Windmere Consulting Group,Remote,Full-time,"Vendor Management, SAP, Excel, KPI Development, Excel Financial Modeling, Budgeting & Forecasting, Process Improvement",127154,153359,Business Operations
Senior Vendor Manager,Zephyrhold Enterprises,"Los Angeles, CA",Full-time,"SAP, NetSuite, Communication, Data Analysis, Risk Management, Cost-Benefit Analysis, KPI Development, Contract Negotiation",102302,110800,Supply Chain
Purchasing Coordinator,Coldharbor Ventures,"Chicago, IL",Full-time,"Cost-Benefit Analysis, NetSuite, Data Analysis",80533,94458,Supply Chain
Senior Operations Coordinator,Oldbridge Supply Solutions,"Los Angeles, CA",Part-time,"Excel, Cost-Benefit Analysis, Git, Data-Driven Decision Making, SAP, Vendor Management",110649,129987,Business Operations
Junior Supply Chain Manager,Ridgemont Sourcing Solutions,"San Francisco, CA",Contract,"Problem Solving, Procurement, Risk Management, SAP, Cost-Benefit Analysis",57858,72714,Supply Chain
Junior Category Manager,Quarrystone Enterprises,Remote,Full-time,"Excel, KPI Development, Cost-Benefit Analysis, Budgeting & Forecasting, Presentation Skills, Risk Management",58205,62948,Supply Chain
Lead Logistics Coordinator,Windmere Consulting Group,"Austin, TX",Full-time,"SAP, Excel, Contract Negotiation, Procurement, Cost-Benefit Analysis",117868,139743,Supply Chain
Intern Logistics Coordinator,Foxglove Operations,Remote,Internship,"Agile Methodology, NetSuite, Excel, Supply Chain Analysis, Excel Financial Modeling, SAP, Risk Management",22233,38509,Supply Chain
Manager Agile Coach,Summit Ledger Partners,"San Francisco, CA",Contract,"Stakeholder Management, Facilitation, Monday.com, Change Management, Asana, SAFe (Scaled Agile Framework), Risk Assessment (Projects), Trello",117346,138015,Project & Program Management
Intern Supply Chain Coordinator,Northgate Operations Inc,Remote,Internship,"SAP, Critical Thinking, NetSuite, KPI Development, Supply Chain Analysis, Vendor Management, Procurement, Contract Negotiation",27802,44704,Supply Chain
Operations Analyst,Marlow Bay Group,Remote,Contract,"Cost-Benefit Analysis, Cross-team Coordination, QuickBooks, NetSuite, Agile Methodology, Business Analysis, Data-Driven Decision Making",80511,97992,Business Operations
Senior Operations Associate,Cedarpine Logistics,"Toronto, ON",Full-time,"Excel Financial Modeling, Business Analysis, NetSuite",100311,113426,Business Operations
Intern Procurement Manager,Thistledown Operations,Remote,Full-time,"Risk Management, KPI Development, Cost-Benefit Analysis, SAP, Procurement, Budgeting & Forecasting",20630,33914,Supply Chain
Director Supply Chain Manager,Briarcliff Supply Group,"Toronto, ON",Full-time,"NetSuite, Decision Making, Vendor Management, KPI Development",152026,178987,Supply Chain
Junior Purchasing Coordinator,Glenridge Procurement Group,"Los Angeles, CA",Full-time,"Cost-Benefit Analysis, Excel, Contract Negotiation, Risk Management, Budgeting & Forecasting",56432,62471,Supply Chain
Logistics Coordinator,Elmswood Trading Co,Remote,Part-time,"Git, Contract Negotiation, Excel, Cost-Benefit Analysis, KPI Development, Supply Chain Analysis",78068,88084,Supply Chain
Lead Inventory Analyst,Ivyholt Consulting Group,"Berlin, Germany",Full-time,"Excel, Budgeting & Forecasting, Problem Solving, Supply Chain Analysis, Risk Management, NetSuite",130884,151130,Supply Chain
Director Business Operations Manager,Yardley Logistics Co,"Atlanta, GA",Full-time,"P&L Management, Excel, Team Leadership, Cross-team Coordination",147384,169619,Business Operations
Principal Agile Coach,Hartsfield Supply Chain Partners,"Atlanta, GA",Full-time,"Confluence, Kanban, Scrum, Roadmap Planning, Change Management, Risk Assessment (Projects)",151997,179512,Project & Program Management
Intern Supply Chain Analyst,Longmoor Logistics Group,"Atlanta, GA",Internship,"KPI Development, Budgeting & Forecasting, Contract Negotiation, Cost-Benefit Analysis, Data Analysis, Excel",23098,32377,Supply Chain
Project Manager,Millbrook Distribution Group,"Atlanta, GA",Full-time,"Gantt Chart Planning, Scrum, Sprint Planning",75167,94313,Project & Program Management
Lead Project Coordinator,Overlook Sourcing Co,"London, UK",Full-time,"Roadmap Planning, Gantt Chart Planning, resource allocation, Retrospective Facilitation, Milestone Tracking, SAFe (Scaled Agile Framework)",119428,136130,Project & Program Management
Intern Operations Coordinator,Brightfield Sourcing,Remote,Internship,"Process Improvement, Excel Financial Modeling, SAP, Cost-Benefit Analysis, Presentation Skills, Data-Driven Decision Making, Vendor Management, Stakeholder Management",24365,35563,Business Operations
Procurement Manager,Ridgemont Sourcing Solutions,"Boston, MA",Full-time,"Budgeting & Forecasting, Excel, Critical Thinking, KPI Development, NetSuite",78236,84853,Supply Chain
Senior Operations Coordinator,Elmswood Trading Co,"Austin, TX",Full-time,"Excel Financial Modeling, KPI Development, P&L Management, Business Analysis, SAP, Stakeholder Management",107106,132136,Business Operations
Senior Project Manager,Auburn Peak Logistics,Remote,Part-time,"Confluence, Roadmap Planning, Critical Thinking, PRINCE2, Monday.com, Retrospective Facilitation, Portfolio Management",110668,121385,Project & Program Management
Purchasing Coordinator,Ivyholt Consulting Group,Remote,Full-time,"Risk Management, NetSuite, Procurement, SAP, Excel",84652,90428,Supply Chain
Program Manager,Saltmarsh Supply Co,"Bangalore, India",Contract,"Critical Thinking, PMP Certification, Microsoft Project, Requirements Gathering, Jira, Retrospective Facilitation",77293,95038,Project & Program Management
Director Logistics Manager,Oakhaven Supply Solutions,"Boston, MA",Contract,"Risk Management, Supply Chain Analysis, KPI Development",151572,164190,Supply Chain
Senior Technical Program Manager,Ashwater Consulting,"London, UK",Full-time,"Monday.com, Budget Management (Projects), Asana, PRINCE2, Critical Thinking",99038,118718,Project & Program Management
Senior PMO Lead,Skyline Ventures IT,Remote,Full-time,"Problem Solving, Stakeholder Management, Change Management, Scrum, PRINCE2, Retrospective Facilitation",96879,116302,Project & Program Management
Director Supply Chain Manager,Meridian Apps,"San Francisco, CA",Full-time,"Supply Chain Analysis, Excel Financial Modeling, Cost-Benefit Analysis, NetSuite, Time Management",158782,179532,Supply Chain
Senior Operations Manager,Wellspring Procurement Partners,Remote,Full-time,"Data-Driven Decision Making, Excel Financial Modeling, Budgeting & Forecasting",107194,131461,Business Operations
Director Logistics Manager,Oakhaven Supply Solutions,Remote,Full-time,"Excel Financial Modeling, NetSuite, Contract Negotiation, SAP",146177,170389,Supply Chain
Senior Agile Coach,Underhill Ventures Group,Remote,Full-time,"Confluence, SAFe (Scaled Agile Framework), Change Management, Kanban, Retrospective Facilitation",102887,119203,Project & Program Management
Fulfillment Operations Manager,Longmoor Logistics Group,"Chicago, IL",Full-time,"Excel, Decision Making, NetSuite, SAP",110885,145812,Supply Chain
Principal Strategy & Operations Manager,Silverton Logistics,"Berlin, Germany",Full-time,"Cross-team Coordination, Process Improvement, NetSuite, Agile Methodology",147593,169318,Business Operations
Lead Procurement Specialist,Ivyholt Consulting Group,"Atlanta, GA",Full-time,"Cross-functional Collaboration, KPI Development, Vendor Management, Contract Negotiation, NetSuite",115962,131395,Supply Chain
Senior Strategy & Operations Manager,Brightfield Sourcing,Remote,Part-time,"QuickBooks, Vendor Management, KPI Development, Data-Driven Decision Making, Cross-team Coordination, Excel Financial Modeling, Excel",102809,118089,Business Operations
Intern Agile Coach,Justwell Sourcing Co,"Seattle, WA",Internship,"Retrospective Facilitation, Roadmap Planning, Vendor Coordination, Microsoft Project, Requirements Gathering, Milestone Tracking",24827,36933,Project & Program Management
Lead Vendor Manager,Foxglove Operations,"Chicago, IL",Full-time,"Procurement, NetSuite, SAP, Cost-Benefit Analysis, Budgeting & Forecasting",126697,142960,Supply Chain
Lead Sourcing Analyst,Summit Ledger Partners,"Los Angeles, CA",Full-time,"Excel, SAP, Cost-Benefit Analysis, Contract Negotiation, Risk Management, Data Analysis, NetSuite",129247,148536,Supply Chain
Category Manager,Ironwood Systems,"Los Angeles, CA",Full-time,"Budgeting & Forecasting, Procurement, NetSuite, Data Analysis",77629,93704,Supply Chain
Intern Scrum Master,Emberline Trading Co,"Seattle, WA",Internship,"PRINCE2, Portfolio Management, Kanban, SAFe (Scaled Agile Framework), Budget Management (Projects), Trello, Microsoft Project, Decision Making",20154,31494,Project & Program Management
