title,company,location,type,skills_required,salary_min,salary_max,category
Principal Cloud Security Engineer,Windmere Data Solutions,"Atlanta, GA",Full-time,"Site Reliability Engineering, VPN Configuration, Zero Trust Architecture",160508,181592,DevOps & Infrastructure
Principal Network Administrator,Granite Fleet Digital,Remote,Full-time,"Load Balancers (F5), Network Monitoring, Windows Server Administration, Agile Methodology, Network Routing & Switching",159803,194112,DevOps & Infrastructure
Senior Kubernetes Administrator,Redwood Fleet Systems Group,Remote,Full-time,"Microsoft Azure, GitLab CI, VPN Configuration, Pulumi, CloudFormation, Puppet",110547,142974,DevOps & Infrastructure
Senior Cloud Operations Engineer,Quartzline Signal Infrastructure,"San Jose, CA",Full-time,"Agile Methodology, Bash, Prometheus, IPv6, Virtualization (VMware), Load Balancers (F5), GitHub Actions",123894,151409,DevOps & Infrastructure
Senior Infrastructure Engineer,Thornbury Beacon Solutions,Remote,Full-time,"Shell Scripting, AWS EC2, IPv6, Kubernetes, Virtualization (VMware)",110052,145348,DevOps & Infrastructure
Network Operations Manager,Ridgeback Relay IT,"Austin, TX",Internship,"Continuous Integration, GitHub, Trunk-Based Development, Feature Flags",129865,153673,DevOps & Infrastructure
Mid-level Cloud Operations Engineer,Copperline Beacon IT,"Berlin, Germany",Internship,"Virtualization (VMware), VPN Configuration, IPv6, CI/CD Pipelines, CloudFormation, Network Automation",81074,108865,DevOps & Infrastructure
Principal DevOps Architect,Quartzline Signal Infrastructure,"New York, NY",Full-time,"Continuous Deployment,  Windows Server Administration , Feature Flags, AWS EC2, Mentoring",165168,192093,DevOps & Infrastructure
Senior Site Reliability Engineer,Thornbury Systems Networks,Singapore,Part-time,"Google Cloud Platform, Cloud Architecture, Python, PowerShell, Bitbucket",119918,137659,DevOps & Infrastructure
Junior Platform Engineer,Palisade Relay Infrastructure,"Portland, OR",Full-time,"Monorepo Management, Microsoft Azure, GitHub, Git",66753,81269,DevOps & Infrastructure
Mid-level Systems Engineer,Frostpeak Mesh Systems Group,Singapore,Full-time,"Service Mesh (Istio), Network Automation, DNS Administration, Load Balancers (F5), Infrastructure as Code",88752,109955,DevOps & Infrastructure
Junior Systems Engineer,Wraith Grid Software,Remote,Full-time,"Prometheus, Network Monitoring, Grafana, Network Routing & Switching, Virtualization (VMware), Blue-Green Deployment, Team Leadership",63347,78877,DevOps & Infrastructure
Mid-level Network Engineer,Zephyr Grid Infrastructure,"Sydney, Australia",Full-time,"Active Directory, Windows Server Administration, DNS Administration",81426,113238,DevOps & Infrastructure
Senior Network Engineer,Havencrest Network Infrastructure,"Austin, TX",Full-time,"Windows Server Administration, Storage Area Networks, TCP/IP, Active Directory, Network Routing & Switching, VoIP Systems",118937,154808,DevOps & Infrastructure
Senior Cloud Infrastructure Engineer,Copperline Beacon Tech,"San Francisco, CA",Full-time,"Canary Deployment, SD-WAN, Kubernetes",110173,149713,DevOps & Infrastructure
Lead Cloud Architect,Silverline Grid Works,"Amsterdam, Netherlands",Full-time,"AWS EC2, Google Cloud Platform, GitLab CI, Mentoring, Datadog, CircleCI",135292,159151,DevOps & Infrastructure
Senior Systems Administrator,Brightwell Circuit Works,Singapore,Full-time,"Site Reliability Engineering, Cloud Architecture, Splunk",114922,152180,DevOps & Infrastructure
Junior IT Infrastructure Engineer,Palisade Relay Infrastructure,"Toronto, ON",Full-time,"Infrastructure as Code, Google Cloud Platform, Documentation Best Practices, VoIP Systems, DNS Administration, Chef",62592,79420,DevOps & Infrastructure
Junior IT Infrastructure Engineer,Granite Fleet Digital,Remote,Full-time,"Active Directory, Microsoft Azure, DNS Administration, Docker Compose, Windows Server Administration, Nginx",61314,81425,DevOps & Infrastructure
Senior IT Infrastructure Engineer,Silverline Grid IT,"Boston, MA",Full-time,"Load Balancers (F5), Agile Methodology, Helm, CircleCI, Splunk, Storage Area Networks",123735,136333,DevOps & Infrastructure
Staff Network Administrator,Copperline Beacon IT,"Raleigh, NC",Full-time,"Virtualization (VMware), TCP/IP, Ruby, Network Automation",154729,167527,DevOps & Infrastructure
Staff Cloud Operations Engineer,Palisade Grid Software,Remote,Full-time,"Storage Area Networks, Chef, Communication, Network Monitoring, Network Routing & Switching",157741,179062,DevOps & Infrastructure
Junior Build & Release Engineer,Bluepeak Network Tech,Remote,Full-time,"Trunk-Based Development, GitLab, Team Leadership, Continuous Integration, Monorepo Management",62858,81783,DevOps & Infrastructure
Staff Kubernetes Administrator,Duskmere Cloud Platforms,Remote,Full-time,"Prometheus, Azure DevOps, Helm, Agile Methodology",140694,181775,DevOps & Infrastructure
Systems Administrator Intern,Windmere Data Solutions,Singapore,Internship,"TCP/IP, Load Balancers (F5), Docker, CircleCI, Observability",25524,35559,DevOps & Infrastructure
Staff Systems Administrator,Quartzline Signal Infrastructure,Remote,Internship,"Load Balancers (F5), AWS Lambda, VoIP Systems, Team Leadership, DNS Administration, Google Kubernetes Engine, SD-WAN",156376,182642,DevOps & Infrastructure
Lead Release Engineer,Basalt Field Solutions,"San Jose, CA",Internship,"Cross-functional Collaboration, Continuous Integration, Version Control, Grafana, Google Kubernetes Engine, Continuous Deployment, Go",147960,168129,DevOps & Infrastructure
Principal Observability Engineer,Marbleton Fleet Technologies,Remote,Internship,"PowerShell, Python, Problem Solving, Ansible",160026,194566,DevOps & Infrastructure
Mid-level DevOps Architect,Steelwater Anchor Networks,"Toronto, ON",Full-time,"PagerDuty, Feature Flags, Continuous Integration, Datadog, Puppet, AWS EC2",90352,111114,DevOps & Infrastructure
Mid-level DevOps Engineer,Thornbury Systems Networks,"London, UK",Full-time,"GitHub, Git, Ansible",92742,104094,DevOps & Infrastructure
Junior Systems Engineer,Nova Systems Tech,"Denver, CO",Part-time,"Observability, Active Directory, VoIP Systems",60347,75610,DevOps & Infrastructure
Senior DevOps Engineer,Copperline Anchor Platforms,"Austin, TX",Internship,"Nginx, Datadog, GitHub",109612,146935,DevOps & Infrastructure
Lead Build & Release Engineer,Windmere Data Solutions,"Salt Lake City, UT",Full-time,"Docker, Team Leadership, GitHub, Linux Administration, Chef, Microsoft Azure, Go",137341,171958,DevOps & Infrastructure
Junior Cloud Security Engineer,Windmere Pulse Tech,"Berlin, Germany",Full-time,"Incident Response, Azure Functions, Site Reliability Engineering, VPN Configuration, Argo CD, SIEM Tools",67152,79109,DevOps & Infrastructure
Mid-level Site Reliability Engineer,Northgate Node Technologies,"Reston, VA",Internship,"Ruby, Problem Solving, Pulumi, Splunk, Amazon Web Services, Continuous Integration",85093,107097,DevOps & Infrastructure
Junior Build & Release Engineer,Granite Fleet Digital,"Portland, OR",Contract,"CloudFormation, Continuous Integration, Linux Administration, Version Control",65727,73939,DevOps & Infrastructure
Senior Release Engineer,Highgrove Beacon Works,Singapore,Part-time,"Problem Solving, AWS EC2, Feature Flags, Trunk-Based Development, Cost Optimization (FinOps), Monorepo Management",115880,144837,DevOps & Infrastructure
Lead Cloud Operations Engineer,Cobalt Signal Works,"Boston, MA",Full-time,"Load Balancers (F5), Time Management, SD-WAN, Google Cloud Platform, Storage Area Networks",141570,171961,DevOps & Infrastructure
Mid-level Site Reliability Engineer,Havencrest Network Infrastructure,"Seattle, WA",Full-time,"Microsoft Azure, Bash, PowerShell, Linux Administration",92459,104859,DevOps & Infrastructure
Senior Infrastructure Engineer,Lumina Relay Digital,"Atlanta, GA",Full-time,"Site Reliability Engineering, Load Balancers (F5), Docker",115884,154149,DevOps & Infrastructure
Staff Observability Engineer,Cobalt Ventures Tech,"Seattle, WA",Contract,"Ruby, Communication, CloudFormation, PowerShell, Argo CD, Helm",149744,168581,DevOps & Infrastructure
Senior Cloud Engineer,Cobalt Data Software,Remote,Full-time,"Service Mesh (Istio), IPv6, Critical Thinking, Kubernetes, Datadog, AWS Lambda",120649,153814,DevOps & Infrastructure
Staff Site Reliability Engineer,Ashgrove Systems Labs,"London, UK",Full-time,"Blue-Green Deployment, Mentoring, Bash, Infrastructure as Code, Python",147814,178040,DevOps & Infrastructure
Senior Cloud Operations Engineer,Deepwater Grid Systems Group,"Dublin, Ireland",Full-time,"Azure Functions, Prometheus, Network Routing & Switching, Container Orchestration",117297,147709,DevOps & Infrastructure
Mid-level Observability Engineer,Harborline Cloud Labs,Remote,Full-time,"Nginx, Incident Response, Critical Thinking, AWS EC2, Cost Optimization (FinOps), Blue-Green Deployment, Shell Scripting",84111,111526,DevOps & Infrastructure
Staff Observability Engineer,Wraith Grid Networks,Singapore,Full-time,"PowerShell, Service Mesh (Istio), Docker, AWS EC2, Go, Bash",146951,179532,DevOps & Infrastructure
Junior Network Administrator,Highgrove Beacon Works,"Dublin, Ireland",Full-time,"Storage Area Networks, Windows Server Administration, Active Directory, Network Routing & Switching, Load Balancers (F5)",64973,77308,DevOps & Infrastructure
Senior Platform Engineer,Bluepeak Network Tech,"Toronto, ON",Part-time,"GitHub, New Relic, Windows Server Administration, Problem Solving, Google Cloud Platform, Azure DevOps",108345,137062,DevOps & Infrastructure
Principal Cloud Engineer,Harborline Cloud Labs,"Austin, TX",Full-time,"Datadog, Helm, Vagrant",155252,191426,DevOps & Infrastructure
Mid-level Build & Release Engineer,Quartzline Pulse Solutions,"New York, NY",Full-time,"Trunk-Based Development, Vagrant,  GitLab , Critical Thinking, GitHub",87999,101735,DevOps & Infrastructure
Network Administrator Intern,Copperline Beacon IT,"Bengaluru, India",Internship,"Windows Server Administration, Network Monitoring, Team Leadership, VoIP Systems",29843,40217,DevOps & Infrastructure
Cloud Engineer Intern,Palisade Grid Software,"Bengaluru, India",Full-time,"Azure DevOps, Datadog, DevSecOps, Multi-cloud Strategy, Terraform",25674,36165,DevOps & Infrastructure
Mid-level Kubernetes Administrator,Ridgeback Relay Tech,Remote,Full-time,"GitHub, PagerDuty, Pulumi, GitLab CI, Problem Solving",88312,102208,DevOps & Infrastructure
Staff Network Administrator,Redwood Orbit Software,"Bengaluru, India",Contract,"Network Monitoring, Time Management, Active Directory, Go, Load Balancers (F5)",145525,171096,DevOps & Infrastructure
Junior Observability Engineer,Northgate Systems Solutions,"Seattle, WA",Full-time,"Grafana, Go, Service Mesh (Istio), Ansible, Bash",66391,77610,DevOps & Infrastructure
Infrastructure Manager,Havencrest Systems Technologies,"New York, NY",Internship,"Team Leadership, Version Control, Splunk, Git, Terraform",125480,165112,DevOps & Infrastructure
Senior Systems Administrator,Brightwell Pulse Works,"San Jose, CA",Internship,"Helm, Storage Area Networks, PowerShell, IPv6",121871,140520,DevOps & Infrastructure
Site Reliability Manager,Marbleton Fleet Technologies,Remote,Internship,"Mentoring, GitLab, Puppet, AWS Lambda, AWS RDS",137349,171173,DevOps & Infrastructure
Observability Engineer Intern,Ridgeback Relay IT,Remote,Internship,"Kubernetes, Pulumi, Jenkins, PowerShell, Microsoft Azure",28454,36466,DevOps & Infrastructure
Mid-level Systems Engineer,Havencrest Relay Solutions,"Denver, CO",Full-time,"GitHub Actions, VoIP Systems, Cost Optimization (FinOps), Kubernetes",85086,111764,DevOps & Infrastructure
Junior Release Engineer,Palisade Relay Infrastructure,"New York, NY",Internship,"Feature Flags, Agile Methodology, Grafana, Git, Kubernetes",66002,81118,DevOps & Infrastructure
Senior Cloud Security Engineer,Lumina Signal Systems Group,"New York, NY",Full-time,"Python, Observability, Amazon Web Services, Ansible",124201,138307,DevOps & Infrastructure
Mid-level Cloud Infrastructure Engineer,Harborline Node Software,"Salt Lake City, UT",Contract,"VoIP Systems, Google Cloud Platform, Datadog, Windows Server Administration",84110,106698,DevOps & Infrastructure
Site Reliability Manager,Windmere Ventures Works,"Portland, OR",Part-time,"Feature Flags, Problem Solving, Network Monitoring, Observability, Monorepo Management, Trunk-Based Development, GitLab",129972,156466,DevOps & Infrastructure
Platform Engineer Intern,Onyx Cloud IT,"Portland, OR",Internship,"Datadog, Multi-cloud Strategy, Ansible, Bitbucket, Network Routing & Switching",27853,41089,DevOps & Infrastructure
Build & Release Engineer Intern,Slateford Node Technologies,Remote,Internship,"Datadog, Docker Compose, Chef, Docker, Ansible, Bitbucket",24571,40455,DevOps & Infrastructure
Network Engineer Intern,Cobalt Signal Works,Remote,Internship,"Active Directory, Network Monitoring, Ruby, Virtualization (VMware), Network Routing & Switching, DNS Administration",25073,36032,DevOps & Infrastructure
Senior Network Administrator,Brightwell Cloud Labs,"San Jose, CA",Full-time,"Network Automation, TCP/IP, Shell Scripting, Network Routing & Switching",121402,147667,DevOps & Infrastructure
Junior Observability Engineer,Bluepeak Network Tech,Remote,Contract,"Bash, Shell Scripting, Team Leadership, Ruby, Python, Blue-Green Deployment",64692,78679,DevOps & Infrastructure
Principal Release Engineer,Thornbury Beacon Solutions,"New York, NY",Contract,"GitLab, Helm, Feature Flags",162263,191009,DevOps & Infrastructure
Mid-level DevOps Architect,Havencrest Relay Solutions,Remote,Full-time,"Docker, Nginx, AWS S3, Cost Optimization (FinOps), GitHub",85595,111410,DevOps & Infrastructure
Senior Release Engineer,Frostpeak Mesh Systems Group,"Atlanta, GA",Contract,"Google Cloud Platform, Version Control, Communication, Amazon Web Services, Trunk-Based Development, AWS EC2",116053,151759,DevOps & Infrastructure
Mid-level Systems Engineer,Onyx Cloud IT,Remote,Internship,"Shell Scripting, Network Automation, Nginx, Google Cloud Platform, DNS Administration",92372,101770,DevOps & Infrastructure
Lead Kubernetes Administrator,Ironwood Field Infrastructure,"New York, NY",Full-time,"Pulumi, Terraform, AWS EC2, Cost Optimization (FinOps), PowerShell, Team Leadership, Vagrant",149723,161897,DevOps & Infrastructure
Staff DevOps Engineer,Pinecrest Pulse Software,"Toronto, ON",Full-time,"Version Control, Splunk, Critical Thinking, New Relic, Git, Continuous Deployment",154646,173752,DevOps & Infrastructure
Junior Infrastructure Engineer,Brightwell Bridge Technologies,Remote,Full-time,"PowerShell, Storage Area Networks, Azure Functions, Pulumi",62025,79009,DevOps & Infrastructure
Principal Network Administrator,Ridgeback Relay Tech,"Dublin, Ireland",Contract,"Storage Area Networks, DNS Administration, Load Balancers (F5), Bash, Windows Server Administration",157924,191414,DevOps & Infrastructure
Principal Cloud Security Engineer,Pinecrest Pulse Software,"Seattle, WA",Contract,"Nginx, Incident Response, VPN Configuration",153865,194518,DevOps & Infrastructure
Cloud Infrastructure Engineer Intern,Copperline Beacon Tech,"Toronto, ON",Internship,"TCP/IP, Vagrant, Azure Functions, Pulumi",26365,35008,DevOps & Infrastructure
Senior Network Engineer,Northgate Systems Tech,"Raleigh, NC",Full-time,"Virtualization (VMware), Active Directory, Windows Server Administration, SIEM Tools, Network Automation, TCP/IP, Time Management",113755,154860,DevOps & Infrastructure
Staff Platform Engineer,Palisade Relay Infrastructure,"Dublin, Ireland",Full-time,"Bitbucket, AWS S3, Container Orchestration, Version Control, CircleCI",148112,184970,DevOps & Infrastructure
Systems Engineer Intern,Vertex Node Digital,"San Jose, CA",Internship,"Network Routing & Switching, Docker Compose, Cloud Architecture, Problem Solving",24206,37377,DevOps & Infrastructure
Junior Infrastructure Engineer,Vertex Stack IT,"Bengaluru, India",Full-time,"Load Balancers (F5), Mentoring, Pulumi, Ansible, Network Routing & Switching",63197,81534,DevOps & Infrastructure
Cloud Operations Manager,Basalt Field Solutions,"San Francisco, CA",Full-time,"Documentation Best Practices, Grafana, Docker, GitLab, Service Mesh (Istio), Trunk-Based Development",140650,163086,DevOps & Infrastructure
Principal Release Engineer,Solstice Signal Solutions,"Seattle, WA",Full-time,"Version Control, Trunk-Based Development, Mentoring, Docker, Multi-cloud Strategy,  Vagrant , vagrant",160134,188182,DevOps & Infrastructure
Lead Cloud Operations Engineer,Vertex Stack IT,"Amsterdam, Netherlands",Part-time,"SD-WAN, Storage Area Networks, Ruby, AWS EC2",144278,163463,DevOps & Infrastructure
Mid-level Network Engineer,Vertex Anchor Technologies,Remote,Full-time,"Network Automation, Storage Area Networks, Virtualization (VMware), Load Balancers (F5), DNS Administration, VoIP Systems",82503,113261,DevOps & Infrastructure
Principal Release Engineer,Havencrest Network Infrastructure,"Amsterdam, Netherlands",Full-time,"Trunk-Based Development, Version Control, Continuous Deployment, Team Leadership, Nginx, Kubernetes",161584,188700,DevOps & Infrastructure
Cloud Infrastructure Engineer Intern,Emberfall Signal Labs,"Portland, OR",Internship,"Helm, AWS Lambda, SD-WAN",24409,40346,DevOps & Infrastructure
Mid-level Cloud Infrastructure Engineer,Wraith Grid Software,"New York, NY",Internship,"Ruby, Docker, SD-WAN, Virtualization (VMware), Network Monitoring",87307,105286,DevOps & Infrastructure
Lead DevOps Architect,Vertex Fleet Platforms,"New York, NY",Full-time,"Bitbucket, Continuous Integration, GitHub, Monorepo Management, Cloud Architecture, Infrastructure as Code, Continuous Deployment",141976,161406,DevOps & Infrastructure
Site Reliability Manager,Copperline Signal Systems Group,"Portland, OR",Full-time,"Time Management, Version Control, Ansible, Monorepo Management, Docker, GitHub, Site Reliability Engineering",140029,168143,DevOps & Infrastructure
Lead Cloud Engineer,Harborline Cloud Labs,"Dublin, Ireland",Internship,"Vagrant, Microsoft Azure, Linux Administration, Problem Solving, VPN Configuration",149230,169361,DevOps & Infrastructure
Junior Cloud Infrastructure Engineer,Wraith Grid Software,"New York, NY",Full-time,"DNS Administration, PowerShell, Active Directory, SD-WAN, Network Automation, Linux Administration",58148,72852,DevOps & Infrastructure
Staff Build & Release Engineer,Cobalt Signal Works,"Austin, TX",Internship,"Ruby, Documentation Best Practices, GitLab, Critical Thinking, Amazon Web Services, GitHub, Microsoft Azure, Version Control",154577,170458,DevOps & Infrastructure
IT Infrastructure Manager,Palisade Grid Software,"Austin, TX",Full-time,"Cross-functional Collaboration, Feature Flags, Continuous Deployment, Monorepo Management",137190,155459,DevOps & Infrastructure
DevOps Manager,Windmere Signal Platforms,"Reston, VA",Full-time,"Git, Docker, Chef, Documentation Best Practices, Jenkins, Canary Deployment",122477,151851,DevOps & Infrastructure
Lead Infrastructure Engineer,Steelwater Anchor Networks,"New York, NY",Full-time,"DNS Administration, Network Monitoring, Virtualization (VMware), Windows Server Administration, Time Management, VoIP Systems",136288,174542,DevOps & Infrastructure
Junior Cloud Infrastructure Engineer,Zephyr Stack Platforms,"Chicago, IL",Full-time,"GitHub, VoIP Systems, SD-WAN, CircleCI, Problem Solving",65093,81950,DevOps & Infrastructure
Lead Observability Engineer,Havencrest Stack Works,"Seattle, WA",Full-time,"Bash, AWS RDS, Go, Nginx, Firewall Configuration, Site Reliability Engineering, Python",137910,162742,DevOps & Infrastructure
Junior Systems Engineer,Lumina Relay Digital,Remote,Part-time,"Azure DevOps, DNS Administration, Argo CD, Agile Methodology, Kubernetes",61027,75374,DevOps & Infrastructure
Senior IT Infrastructure Engineer,Harborline Node Software,"Berlin, Germany",Internship,"Network Automation, CI/CD Pipelines, Datadog,  Network Monitoring , New Relic, CI/CD PIPELINES",115965,137762,DevOps & Infrastructure
Lead Build & Release Engineer,Nova Systems Tech,Remote,Full-time,"Trunk-Based Development, Firewall Configuration, Git, Blue-Green Deployment, CloudFormation",146363,162837,DevOps & Infrastructure
Cloud Operations Manager,Cobalt Signal Works,"Salt Lake City, UT",Full-time,"Bitbucket, Docker, Trunk-Based Development, Critical Thinking, GitLab, Helm",132015,151580,DevOps & Infrastructure
Junior Site Reliability Engineer,Deepwater Grid Systems Group,Remote,Full-time,"PagerDuty, Go, Infrastructure as Code, AWS RDS, Ruby",65584,78028,DevOps & Infrastructure
DevOps Manager,Zephyr Stack Platforms,Singapore,Internship,"AWS RDS, GitLab, Linux Administration, Mentoring",127907,153187,DevOps & Infrastructure
Junior Cloud Engineer,Cobalt Data Software,Remote,Full-time,"Multi-cloud Strategy, Azure Functions, CloudFormation, Puppet, Network Routing & Switching",66350,80974,DevOps & Infrastructure
Lead IT Infrastructure Engineer,Quartzline Pulse Solutions,Singapore,Contract,"Virtualization (VMware), Kubernetes, Windows Server Administration, DevSecOps, Storage Area Networks, Site Reliability Engineering, Google Cloud Platform",150992,168582,DevOps & Infrastructure
Junior DevOps Architect,Brightwell Circuit Works,Singapore,Contract,"Nginx, New Relic, Infrastructure as Code, Continuous Deployment",66090,76016,DevOps & Infrastructure
Senior Cloud Security Engineer,Ashgrove Systems Labs,Remote,Full-time,"Incident Response, Zero Trust Architecture, Azure DevOps, VPN Configuration, DevSecOps, Grafana",119682,137708,DevOps & Infrastructure
Principal Network Engineer,Copperline Signal Systems Group,"Boston, MA",Full-time,"VoIP Systems, Network Monitoring, Agile Methodology, Load Balancers (F5), Storage Area Networks, Windows Server Administration, TCP/IP",167192,194028,DevOps & Infrastructure
Infrastructure Manager,Ridgeback Relay IT,Singapore,Internship,"Puppet, Container Orchestration, GitHub Actions, Bitbucket, Trunk-Based Development",139622,169445,DevOps & Infrastructure
Senior Systems Engineer,Copperline Anchor Platforms,Remote,Full-time,"Go, SD-WAN, Mentoring, Azure Functions, Azure DevOps, Terraform, Splunk, Jenkins",110292,136657,DevOps & Infrastructure
Mid-level Cloud Architect,Lumina Relay Digital,Remote,Full-time,"Active Directory, Multi-cloud Strategy, Grafana, Blue-Green Deployment",89477,113876,DevOps & Infrastructure
Mid-level Site Reliability Engineer,Harborline Ventures Systems Group,"Reston, VA",Full-time,"Go, Puppet, Shell Scripting, Team Leadership, Grafana",83507,107678,DevOps & Infrastructure
Senior Cloud Infrastructure Engineer,Frostpeak Stack Works,"Denver, CO",Full-time,"SD-WAN, Active Directory, Windows Server Administration, Microsoft Azure, Infrastructure as Code, Prometheus",122887,143370,DevOps & Infrastructure
Mid-level Observability Engineer,Cobalt Relay Platforms,Remote,Contract,"Bash, PowerShell, New Relic, Prometheus, Ruby",89715,101013,DevOps & Infrastructure
Lead Network Engineer,Palisade Orbit Systems Group,"Boston, MA",Part-time,"Network Routing & Switching, VoIP Systems, DNS Administration, Mentoring",136873,173065,DevOps & Infrastructure
Infrastructure Engineer Intern,Zephyr Grid Infrastructure,"Bengaluru, India",Internship,"Windows Server Administration, Load Balancers (F5), Storage Area Networks, Virtualization (VMware), Network Monitoring",25838,37239,DevOps & Infrastructure
Junior Build & Release Engineer,Deepwater Grid Systems Group,"Dublin, Ireland",Full-time,"GitLab CI, Continuous Integration, Multi-cloud Strategy, Trunk-Based Development, PagerDuty",67503,77091,DevOps & Infrastructure
Junior Cloud Operations Engineer,Pinecrest Pulse Software,"Toronto, ON",Full-time,"SIEM Tools, Site Reliability Engineering, Service Mesh (Istio), Virtualization (VMware), IPv6, Puppet, Network Routing & Switching",58928,74906,DevOps & Infrastructure
Senior Kubernetes Administrator,Duskmere Cloud Platforms,Remote,Full-time,"Helm, Observability, Cloud Architecture, Microsoft Azure, GitHub Actions",123893,145010,DevOps & Infrastructure
Junior DevOps Engineer,Northgate Node Technologies,Remote,Full-time,"Continuous Deployment, Google Kubernetes Engine, Terraform, Bitbucket, Blue-Green Deployment, Docker Compose",62482,73552,DevOps & Infrastructure
