title,company,location,type,skills_required,salary_min,salary_max,category
Mid-level Health Informatics Analyst,Meridian Health Networks,"Berlin, Germany",Full-time,"HIPAA Compliance, Medical Coding (ICD-10), A/B Testing, PyTorch, Agile Methodology",100838,108905,Health Data & Bioinformatics
Junior Medical Coding Data Specialist,Cascadia Medical Systems,Remote,Full-time,"Epic Systems, Clinical Data Management, Data Visualization, R",64429,75822,Health Data & Bioinformatics
Director of Health Informatics,Auralis Systems,Remote,Full-time,"HIPAA Compliance, Healthcare Interoperability, Cerner, Apache Spark, Natural Language Processing, Scikit-learn, Confluence",152481,169093,Health Data & Bioinformatics
Junior Population Health Analyst,Everstone Wellness Systems,"New York, NY",Full-time,"HIPAA Compliance, Cerner, Data Analysis, Jira",65838,77485,Health Data & Bioinformatics
Senior Healthcare Software Engineer,Nightingale Systems,"Berlin, Germany",Full-time,"MySQL, REST API Design, Java, Docker, FHIR Standards, Jira",112981,146336,Health Data & Bioinformatics
Senior EHR Integration Engineer,Granite Precision Health,"San Francisco, CA",Contract,"Electronic Health Records (EHR), Health Informatics, System Design, Team Leadership",109082,146960,Health Data & Bioinformatics
Intern Health Informatics Analyst,Juno Care Analytics,Remote,Full-time,"Medical Coding (ICD-10), Electronic Health Records (EHR), PyTorch, Project Management",23358,36649,Health Data & Bioinformatics
Mid-level EHR Integration Engineer,Optum Bio Systems,"Minneapolis, MN",Full-time,"Health Informatics, Electronic Health Records (EHR), REST API Design, MongoDB, Confluence",96079,110205,Health Data & Bioinformatics
Junior Genomics Data Analyst,Ridgeline Bridge Tech,"New York, NY",Full-time,"Python, NumPy, A/B Testing, Scikit-learn, Data Analysis, FHIR Standards",67087,76765,Health Data & Bioinformatics
Staff Bioinformatics Scientist,Iris Informatics,Remote,Full-time,"NumPy, ETL Pipelines, Scikit-learn, Tableau, Python, Telehealth Systems, Electronic Health Records (EHR)",171489,178399,Health Data & Bioinformatics
Senior Telehealth Platform Engineer,Redwood Bio Systems,"Seattle, WA",Internship,"Electronic Health Records (EHR), HIPAA Security Rule, Java",106806,123043,Health Data & Bioinformatics
Junior EHR Systems Analyst,Auralis Systems,"Seattle, WA",Full-time,"HL7, HIPAA Compliance, Telehealth Systems, Population Health Analytics, C#, MongoDB",73605,77621,Health Data & Bioinformatics
Lead Health Data Engineer,Redwood Health Analytics,"Denver, CO",Full-time,"Apache Spark, TensorFlow, Docker, REST API Design, Microservices Architecture, Project Management",154418,169094,Health Data & Bioinformatics
Mid-level HIPAA Compliance Engineer,Brightwell Bio Systems,"Atlanta, GA",Internship,"Population Health Analytics, FHIR Standards, Healthcare Interoperability, C#",105135,110968,Health Data & Bioinformatics
Lead Healthcare Software Engineer,Beacon Health Analytics,Remote,Full-time,"Amazon Web Services, PostgreSQL, Population Health Analytics, HIPAA Compliance, Communication",169219,174060,Health Data & Bioinformatics
Lead Healthcare Software Engineer,Palisade Precision Health,Remote,Full-time,"C#, REST API Design, PostgreSQL, HIPAA Compliance, FHIR Standards, Team Leadership",160216,175583,Health Data & Bioinformatics
Health Analytics Manager,Amberfield Systems,"Sydney, Australia",Full-time,"Deep Learning, Natural Language Processing, TensorFlow, PyTorch, Electronic Health Records (EHR), Agile Methodology",134936,168632,Health Data & Bioinformatics
Senior EHR Systems Analyst,Kernel Care Technologies,"Denver, CO",Full-time,"Electronic Health Records (EHR), HL7, System Design,  Docker , Microservices Architecture, MICROSERVICES ARCHITECTURE",136271,139353,Health Data & Bioinformatics
Lead HIPAA Compliance Engineer,Nightingale Informatics,"Nashville, TN",Full-time,"Medical Coding (ICD-10), Clinical Data Management, HIPAA Security Rule, Health Informatics, Cerner, System Design, REST API Design",144492,151180,Health Data & Bioinformatics
Senior EHR Systems Analyst,Silversage Life Sciences,Remote,Full-time,"HL7, Medical Coding (ICD-10), FHIR Standards, Health Informatics, Docker, Microservices Architecture",135134,145992,Health Data & Bioinformatics
Mid-level Healthcare Interoperability Engineer,Brightwell Bio Systems,Remote,Full-time,"Health Informatics, Population Health Analytics, Java, Communication",98312,106972,Health Data & Bioinformatics
Mid-level Bioinformatics Engineer,Cascadia Health Networks,"Austin, TX",Full-time,"ETL Pipelines, Scikit-learn, Deep Learning, Microservices Architecture, System Design, C#, Git",94544,106711,Health Data & Bioinformatics
Lead Health Analytics Manager,Amberfield Systems,"Berlin, Germany",Full-time,"PyTorch, Data Warehousing, Cerner, Epic Systems, Communication",170849,174943,Health Data & Bioinformatics
Staff EHR Integration Engineer,Granite Precision Health,"Bengaluru, India",Full-time,"Epic Systems, Clinical Data Management, Cerner, Telehealth Systems, System Design, MySQL, Kubernetes, Communication",166367,174170,Health Data & Bioinformatics
Senior EHR Systems Analyst,Redwood Bio Systems,"New York, NY",Full-time,"Population Health Analytics, Clinical Data Management, Epic Systems, REST API Design, PostgreSQL, Project Management",132023,144996,Health Data & Bioinformatics
Mid-level EHR Integration Engineer,Meridian Health Networks,Remote,Full-time,"Clinical Data Management, HIPAA Compliance, Health Informatics, HL7, Java, MySQL, Docker, Communication",93406,100835,Health Data & Bioinformatics
Intern Genomics Data Analyst,Pinecrest Data Health,"Austin, TX",Internship,"ETL Pipelines, PyTorch, Statistics, SQL, Data Analysis, Cerner, Clinical Data Management, Jira",31716,35545,Health Data & Bioinformatics
Principal Director of Health Informatics,Ashgrove Diagnostics,"Toronto, Canada",Full-time,"HL7, Healthcare Interoperability, Electronic Health Records (EHR), Health Informatics, PyTorch",163461,172270,Health Data & Bioinformatics
Senior Genomics Data Analyst,Sable Life Sciences,"Denver, CO",Full-time,"Pandas, PyTorch, HIPAA Security Rule, Clinical Data Management",145794,149772,Health Data & Bioinformatics
Mid-level HIPAA Compliance Engineer,Crestline HealthTech,"San Francisco, CA",Full-time,"HIPAA Security Rule, Epic Systems, Microservices Architecture, Communication",104052,108481,Health Data & Bioinformatics
Mid-level Health Data Engineer,Cobalt Cloud Labs,Remote,Contract,"Data Warehousing, Statistics, PyTorch, REST API Design, MongoDB, C#, Project Management",82934,100455,Health Data & Bioinformatics
Lead EHR Integration Engineer,Ridgeline Bridge Tech,Remote,Full-time,"Cerner, Healthcare Interoperability, Health Informatics, Java, C#, Docker, Confluence",146444,155423,Health Data & Bioinformatics
Mid-level Clinical Data Analyst,Bluepeak HealthTech,"Bengaluru, India",Full-time,"Population Health Analytics, Epic Systems, Cerner, HIPAA Security Rule, Healthcare Interoperability, TensorFlow, Data Warehousing, Communication",84452,100447,Health Data & Bioinformatics
Health Analytics Manager,Windmere Bridge Tech,Remote,Full-time,"Tableau, ETL Pipelines, Epic Systems, FHIR Standards, HL7",118319,148190,Health Data & Bioinformatics
Intern Genomics Data Analyst,Medix Health Networks,"Sydney, Australia",Full-time,"NumPy, Python, Healthcare Interoperability, Confluence",25219,39570,Health Data & Bioinformatics
Mid-level Health Data Scientist,Crestline HealthTech,"Boston, MA",Full-time,"Natural Language Processing, Data Warehousing, HL7, Healthcare Interoperability, Agile Methodology",99478,106990,Health Data & Bioinformatics
Mid-level Bioinformatics Engineer,Pinecrest Data Health,"Chicago, IL",Internship,"Python, SQL, Scikit-learn, NumPy,  Tableau , MySQL, REST API Design, Agile Methodology",78478,110108,Health Data & Bioinformatics
Intern Genomics Data Analyst,Cascadia Medical Systems,Remote,Full-time,"NumPy, Data Warehousing, ETL Pipelines, Machine Learning, Data Visualization, FHIR Standards, Medical Coding (ICD-10), Agile Methodology",28921,35637,Health Data & Bioinformatics
Senior Health Analytics Manager,Solace Health Solutions,"Berlin, Germany",Full-time,"Natural Language Processing, Machine Learning, ETL Pipelines, Python, Health Informatics, Cerner",146921,150079,Health Data & Bioinformatics
Mid-level Medical Coding Data Specialist,Ironwood Care Technologies,"Pittsburgh, PA",Full-time,"Electronic Health Records (EHR), Population Health Analytics, Data Visualization, Statistics",106279,109522,Health Data & Bioinformatics
Senior Health Analytics Manager,Ridgeline Bridge Tech,"Philadelphia, PA",Internship,"TensorFlow, PyTorch, Health Informatics, Medical Coding (ICD-10)",144370,150629,Health Data & Bioinformatics
Senior HIPAA Compliance Engineer,Lumen Health Networks,"San Francisco, CA",Part-time,"Population Health Analytics, HL7, Clinical Data Management, FHIR Standards, Medical Coding (ICD-10), System Design, MySQL, PostgreSQL",110061,143983,Health Data & Bioinformatics
Mid-level Clinical Data Analyst,Sable Data Health,"San Diego, CA",Full-time,"Population Health Analytics, FHIR Standards, Health Informatics, HIPAA Compliance, CERNER, R, PyTorch, Deep Learning",88294,96080,Health Data & Bioinformatics
Senior Health IT Project Manager,Ashgrove Clinical Data,"Atlanta, GA",Full-time,"HIPAA Compliance, Clinical Data Management, FHIR Standards, Healthcare Interoperability, Git, Agile Methodology, Project Management",116177,133013,Health Data & Bioinformatics
Lead EHR Integration Engineer,Ridgeline Bridge Tech,"Sydney, Australia",Full-time,"Medical Coding (ICD-10), Electronic Health Records (EHR), HIPAA Compliance, REST API Design, Communication",148040,166482,Health Data & Bioinformatics
Mid-level EHR Systems Analyst,Brightwell Bio Systems,"Minneapolis, MN",Internship,"Population Health Analytics, HL7, Amazon Web Services, Team Leadership",85288,109773,Health Data & Bioinformatics
Staff Bioinformatics Scientist,Pinecrest Data Health,"San Francisco, CA",Full-time,"Natural Language Processing, NumPy, ETL Pipelines, Data Warehousing, Population Health Analytics, FHIR Standards, HIPAA Security Rule",138307,154263,Health Data & Bioinformatics
Senior Health Analytics Manager,Larkspur Health Networks,Singapore,Full-time,"A/B Testing, Data Warehousing, Data Analysis, Apache Spark, R, Population Health Analytics",119416,134579,Health Data & Bioinformatics
Director of Health Informatics,Windmere Bridge Tech,"Boston, MA",Full-time,"Medical Coding (ICD-10), FHIR Standards, Natural Language Processing, NumPy",132210,160259,Health Data & Bioinformatics
Senior Health Data Engineer,Vertex Systems,"San Francisco, CA",Full-time,"Data Warehousing, TensorFlow, Natural Language Processing, Docker, MySQL, C#, Git",134698,137784,Health Data & Bioinformatics
Lead Director of Health Informatics,Clearwater Digital,Remote,Contract,"Health Informatics, FHIR Standards, Scikit-learn, Pandas",140890,175338,Health Data & Bioinformatics
Mid-level EHR Integration Engineer,Cobalt Cloud Labs,"Bengaluru, India",Internship,"HL7, Health Informatics, MongoDB, Java, Team Leadership",101423,111255,Health Data & Bioinformatics
Principal Health Data Scientist,Silversage Life Sciences,"Toronto, Canada",Internship,"Python, Deep Learning, HIPAA Compliance, Healthcare Interoperability",167306,182057,Health Data & Bioinformatics
Director of Health Informatics,Nightingale Informatics,Remote,Full-time,"Electronic Health Records (EHR), Medical Coding (ICD-10), Epic Systems, SQL, Team Leadership",147115,158901,Health Data & Bioinformatics
Intern Genomics Data Analyst,Nightingale Systems,"Philadelphia, PA",Contract,"Data Visualization, PyTorch, Natural Language Processing, Population Health Analytics, HIPAA Compliance, Health Informatics, Communication",23123,30880,Health Data & Bioinformatics
Principal Director of Health Informatics,Ridgeline Cloud Labs,"Philadelphia, PA",Internship,"Medical Coding (ICD-10), Clinical Data Management, Epic Systems, Telehealth Systems, SQL, A/B Testing, Natural Language Processing",162070,169638,Health Data & Bioinformatics
Senior Health Data Scientist,Pinecrest Data Health,Singapore,Part-time,"A/B Testing, Apache Spark, Machine Learning, Scikit-learn, Data Warehousing, FHIR Standards, Project Management",127619,131813,Health Data & Bioinformatics
Senior Health Analytics Manager,Everstone Wellness Systems,Remote,Full-time,"Tableau, TensorFlow, HIPAA Compliance, Telehealth Systems, Epic Systems",111534,121195,Health Data & Bioinformatics
Lead HIPAA Compliance Engineer,Nightingale Systems,"Washington, DC",Contract,"Clinical Data Management, HL7, Healthcare Interoperability, HIPAA Security Rule, PostgreSQL, C#, Java, Project Management",156147,176427,Health Data & Bioinformatics
Director of Health Informatics,Quill Data Health,Remote,Full-time,"HIPAA Security Rule, Population Health Analytics, FHIR Standards, HIPAA Compliance, Cerner, Data Analysis, SQL, R",131309,167241,Health Data & Bioinformatics
Mid-level Medical Coding Data Specialist,Aequus Health Solutions,Singapore,Full-time,"Cerner, Medical Coding (ICD-10), HIPAA Compliance, HIPAA Security Rule, Health Informatics, Scikit-learn",99711,111315,Health Data & Bioinformatics
Senior EHR Integration Engineer,Harborlight Wellness Systems,"Seattle, WA",Internship,"Epic Systems, HIPAA Security Rule, Population Health Analytics, Health Informatics, HIPAA Compliance, System Design, MongoDB, Kubernetes",130154,136122,Health Data & Bioinformatics
Principal Director of Health Informatics,Amberfield Digital,"Denver, CO",Contract,"Electronic Health Records (EHR), HIPAA Security Rule, PyTorch",185159,188973,Health Data & Bioinformatics
Junior Health Data Scientist,Redwood Health Analytics,Remote,Full-time,"Scikit-learn, Data Analysis, TensorFlow, ETL Pipelines, Health Informatics, Population Health Analytics, HIPAA Compliance",66010,76451,Health Data & Bioinformatics
Senior Health Data Engineer,Nightingale Informatics,Remote,Contract,"Power BI, Data Analysis, Tableau, Statistics, SQL, Docker",109392,150581,Health Data & Bioinformatics
Health IT Project Manager,Beacon Life Sciences,Remote,Internship,"Electronic Health Records (EHR), Epic Systems, Telehealth Systems, Jira",162626,168437,Health Data & Bioinformatics
Lead Healthcare Interoperability Engineer,Bluepeak HealthTech,"Raleigh, NC",Part-time,"Healthcare Interoperability, HIPAA Security Rule, Telehealth Systems, Epic Systems, Clinical Data Management, Kubernetes, Amazon Web Services, Java",167296,175673,Health Data & Bioinformatics
Lead EHR Integration Engineer,Kernel Precision Health,Remote,Full-time,"Medical Coding (ICD-10), Telehealth Systems, HIPAA Security Rule, HIPAA Compliance, Docker, Amazon Web Services, MySQL, Git",152903,165425,Health Data & Bioinformatics
Junior EHR Systems Analyst,Sable Life Sciences,"Washington, DC",Full-time,"Medical Coding (ICD-10), Healthcare Interoperability, MySQL, Git",65481,69384,Health Data & Bioinformatics
Senior Healthcare Interoperability Engineer,Palisade Precision Health,"Philadelphia, PA",Full-time,"Clinical Data Management, Electronic Health Records (EHR), Healthcare Interoperability, HIPAA Security Rule, Microservices Architecture, Amazon Web Services",108476,144447,Health Data & Bioinformatics
Mid-level EHR Systems Analyst,Foxglove Medical Systems,"Bengaluru, India",Full-time,"HIPAA Compliance, Population Health Analytics, HIPAA Security Rule, Cerner, Medical Coding (ICD-10), Microservices Architecture, System Design, Amazon Web Services",91970,109196,Health Data & Bioinformatics
Staff HIPAA Compliance Engineer,Redwood Health Analytics,"Chicago, IL",Internship,"HIPAA Security Rule, Cerner, Clinical Data Management, Electronic Health Records (EHR), Medical Coding (ICD-10), Kubernetes, Microservices Architecture, Java",149715,177644,Health Data & Bioinformatics
Mid-level Bioinformatics Engineer,Harborlight Wellness Systems,"Toronto, Canada",Full-time,"Deep Learning, Pandas, Power BI, SQL, MySQL, PostgreSQL",103068,109224,Health Data & Bioinformatics
Staff Healthcare Interoperability Engineer,Novantia HealthTech,"Seattle, WA",Full-time,"HIPAA Compliance, HIPAA Security Rule, Kubernetes, System Design, Amazon Web Services",151293,169066,Health Data & Bioinformatics
Mid-level EHR Systems Analyst,Vitalis Digital,"Denver, CO",Full-time,"Population Health Analytics, HIPAA Compliance, Healthcare Interoperability, Telehealth Systems, Medical Coding (ICD-10), Microservices Architecture, MySQL, PostgreSQL",92643,98796,Health Data & Bioinformatics
Staff Healthcare Software Engineer,Wavecrest Bio Systems,"Pittsburgh, PA",Full-time,"C#, REST API Design, Amazon Web Services, FHIR Standards, Health Informatics, Project Management",163206,167759,Health Data & Bioinformatics
Junior Health Informatics Analyst,Ashgrove Clinical Data,"Chicago, IL",Full-time,"HL7, Health Informatics, Clinical Data Management, Tableau, Confluence",70549,76391,Health Data & Bioinformatics
Senior Health Data Scientist,Solace Health Solutions,"Austin, TX",Contract,"A/B Testing, Apache Spark, Healthcare Interoperability",131818,142422,Health Data & Bioinformatics
Senior Bioinformatics Scientist,Meridian Health Networks,"Berlin, Germany",Full-time,"PyTorch, Tableau, Pandas, TensorFlow, HIPAA Compliance, Confluence",129818,150313,Health Data & Bioinformatics
Lead EHR Integration Engineer,Foxglove Wellness Systems,"Toronto, Canada",Internship,"Electronic Health Records (EHR), Cerner, FHIR Standards, HIPAA Compliance, Microservices Architecture, Kubernetes, Team Leadership",162913,176518,Health Data & Bioinformatics
Mid-level Telehealth Platform Engineer,Medix Health Networks,"Washington, DC",Internship,"FHIR Standards, Electronic Health Records (EHR), Microservices Architecture, C#, Docker",102404,107743,Health Data & Bioinformatics
Principal Bioinformatics Scientist,Wavecrest Bio Systems,"Dublin, Ireland",Full-time,"Python, Data Analysis, Cerner, Population Health Analytics",165725,185505,Health Data & Bioinformatics
Lead HIPAA Compliance Engineer,Kernel Care Technologies,Remote,Contract,"Cerner, Health Informatics, Healthcare Interoperability, PostgreSQL, Java, Confluence",165025,174450,Health Data & Bioinformatics
Senior Health Analytics Manager,Crestline HealthTech,"San Diego, CA",Full-time,"Statistics, Apache Spark, Data Visualization, TensorFlow, Medical Coding (ICD-10), Telehealth Systems, Jira",125151,129329,Health Data & Bioinformatics
Lead Health Analytics Manager,Quill Life Sciences,"London, UK",Full-time,"Data Visualization, Pandas, SQL, Scikit-learn, Power BI, Population Health Analytics, Project Management",153243,173483,Health Data & Bioinformatics
Senior Health Analytics Manager,Marrow Bridge Tech,"Chicago, IL",Full-time,"Machine Learning, Tableau, Data Analysis, ETL Pipelines, Pandas, Population Health Analytics, Healthcare Interoperability, FHIR Standards",136009,147463,Health Data & Bioinformatics
Senior Health Data Engineer,Aequus Health Solutions,Remote,Full-time,"Natural Language Processing, ETL Pipelines, Statistics, Machine Learning, Data Visualization, MySQL, Java, Project Management",142899,146755,Health Data & Bioinformatics
Principal Healthcare Interoperability Engineer,Juno Genomics,"Berlin, Germany",Contract,"FHIR Standards, Health Informatics, Clinical Data Management, HIPAA Compliance, Java, Amazon Web Services, Jira",162936,184065,Health Data & Bioinformatics
Senior Clinical Data Management Lead,Everstone Wellness Systems,"Bengaluru, India",Full-time,"Clinical Data Management, HL7, Medical Coding (ICD-10), Electronic Health Records (EHR), SQL, Apache Spark, PyTorch, Agile Methodology",126013,140403,Health Data & Bioinformatics
Mid-level Medical Coding Data Specialist,Brookfield Precision Health,"New York, NY",Full-time,"HL7, Healthcare Interoperability, HIPAA Compliance, Population Health Analytics, Telehealth Systems, Pandas, Machine Learning, PyTorch",96410,103404,Health Data & Bioinformatics
Lead Healthcare Software Engineer,Northgate Wellness Systems,"Berlin, Germany",Full-time,"Java, Amazon Web Services, PostgreSQL, Clinical Data Management, Cerner, HIPAA Security Rule",155961,171692,Health Data & Bioinformatics
Lead Bioinformatics Engineer,Halcyon Bridge Tech,"San Francisco, CA",Full-time,"Data Visualization, Deep Learning, Pandas, System Design, Microservices Architecture",150014,163208,Health Data & Bioinformatics
Junior Genomics Data Analyst,Marrow Bridge Tech,Remote,Internship,"Pandas, SQL, Python, Epic Systems, Medical Coding (ICD-10), Population Health Analytics",65820,79280,Health Data & Bioinformatics
Director of Health Informatics,Solace Health Solutions,Singapore,Full-time,"Electronic Health Records (EHR), Health Informatics, Clinical Data Management, A/B Testing",134814,156482,Health Data & Bioinformatics
Director of Health Informatics,Beacon Health Analytics,"Sydney, Australia",Part-time,"Cerner, Population Health Analytics, HIPAA Security Rule, Python, Deep Learning, Project Management",136864,146579,Health Data & Bioinformatics
Junior Health Data Scientist,Meridian Health Networks,"Pittsburgh, PA",Full-time,"Scikit-learn, TensorFlow, Python, Natural Language Processing, NumPy, Health Informatics, FHIR Standards, Epic Systems",70840,78614,Health Data & Bioinformatics
Lead Clinical Data Analyst,Clearwater Digital,Singapore,Full-time,"Cerner, Clinical Data Management, Epic Systems, A/B Testing, Apache Spark, SQL",168691,174509,Health Data & Bioinformatics
Mid-level Healthcare Interoperability Engineer,Aequus Cloud Labs,"San Francisco, CA",Full-time,"Electronic Health Records (EHR), HIPAA Security Rule, Healthcare Interoperability, HIPAA Compliance, Amazon Web Services, PostgreSQL, System Design, Project Management",101793,111633,Health Data & Bioinformatics
Principal Director of Health Informatics,Ridgeline Cloud Labs,"Chicago, IL",Full-time,"Healthcare Interoperability, Medical Coding (ICD-10), FHIR Standards, Electronic Health Records (EHR), HIPAA Compliance, Deep Learning, Statistics, Project Management",151824,189640,Health Data & Bioinformatics
Mid-level Health IT Project Manager,Lumen Health Networks,Singapore,Full-time,"Telehealth Systems, Cerner, HL7, Epic Systems, Jira, Project Management",89194,99263,Health Data & Bioinformatics
Junior Population Health Analyst,Nightingale Informatics,"Dublin, Ireland",Internship,"Epic Systems, Cerner, TensorFlow, Data Warehousing, Machine Learning",66332,76822,Health Data & Bioinformatics
Staff Bioinformatics Engineer,Optum Bio Systems,Remote,Full-time,"PyTorch, TensorFlow, MongoDB, Communication",138163,166511,Health Data & Bioinformatics
Senior EHR Systems Analyst,Amberfield Digital,"Washington, DC",Full-time,"Electronic Health Records (EHR), HIPAA Compliance, Telehealth Systems, HIPAA Security Rule, Amazon Web Services, Agile Methodology",130645,141436,Health Data & Bioinformatics
Mid-level Medical Coding Data Specialist,Solace Precision Health,"Nashville, TN",Contract,"Cerner, HIPAA Compliance, Healthcare Interoperability, TensorFlow, Tableau, Team Leadership",100321,104289,Health Data & Bioinformatics
Intern Genomics Data Analyst,Redwood Health Analytics,Remote,Full-time,"Data Analysis, ETL Pipelines, Python, Cerner",21132,27433,Health Data & Bioinformatics
Senior Health Analytics Manager,Lumen Medical Systems,Remote,Full-time,"NumPy, Deep Learning, Natural Language Processing, TensorFlow, SQL, Epic Systems, Project Management",131562,135808,Health Data & Bioinformatics
Senior Population Health Analyst,Foxglove Wellness Systems,Singapore,Full-time,"HL7, Telehealth Systems, Healthcare Interoperability, Clinical Data Management, Cerner, Python, Power BI, Natural Language Processing",141233,145949,Health Data & Bioinformatics
Senior Clinical Data Analyst,Vitalis Digital,"Philadelphia, PA",Contract,"FHIR Standards, Epic Systems, HL7, Population Health Analytics, TensorFlow, Communication",125190,131151,Health Data & Bioinformatics
Junior Health Data Engineer,Halcyon Bridge Tech,"Dublin, Ireland",Full-time,"ETL Pipelines, Tableau, Data Analysis, Java, Team Leadership",67468,71291,Health Data & Bioinformatics
