title,company,location,type,skills_required,salary_min,salary_max,category
Firmware Engineer,Meridian Forge,Remote,Full-time,"C++, RTOS (Real-Time Operating Systems), Arduino, IoT Systems Design, FPGA Design, SPI/I2C Protocols, Embedded C",87064,102839,DevOps & Infrastructure
Lead Robotics Controls Engineer,Slate Cloud Labs,"San Francisco, CA",Full-time,"Microcontroller Programming, Reinforcement Learning, Machine Learning, MATLAB, Embedded C, Python, Computer Vision, RTOS (Real-Time Operating Systems)",152234,159576,Software Engineering
Senior React Native Developer,Protoform Solutions,"Denver, CO",Contract,"Kotlin, Mobile Testing, Jetpack Compose, Objective-C for iOS, Xamarin, Flutter, Mobile App Architecture",115238,134474,Software Engineering
Senior Mobile Developer,Fenix Systems,"New York, NY",Full-time,"In-app Purchases, Xcode, Android Studio, Objective-C for iOS, Android Development, Swift, Dart, Mobile Testing",128781,141112,Software Engineering
Junior Flutter Developer,Crestline Works,"San Francisco, CA",Part-time,"Dart, SwiftUI, Mobile Testing, Xcode, Kotlin Multiplatform, Mobile CI/CD, Cross-platform Development",68703,75140,Software Engineering
Senior Robotics Software Engineer,Ironwood Interactive,Remote,Internship,"Embedded C, Reinforcement Learning, Python, RTOS (Real-Time Operating Systems), PCB Design, Requirements Gathering",118455,157834,Software Engineering
Junior XR Software Engineer,Voxel Technologies,Remote,Internship,"Sensor Integration, Unity, Computer Vision",66550,78852,Software Engineering
Junior Cross-platform Mobile Engineer,Hollow Foundry,"San Francisco, CA",Full-time,"Mobile CI/CD, In-app Purchases, Objective-C for iOS, Mobile App Architecture, Kotlin Multiplatform, Xamarin",70592,81481,Software Engineering
Staff AR/VR Engineer,Quantum Labs,"Denver, CO",Full-time,"Machine Learning, Augmented Reality Development, Data Visualization, Python, 3D Graphics, Computer Vision",145446,165559,Software Engineering
Spatial Computing Engineer,Vertex Cloud Labs,"New York, NY",Full-time,"C++, Augmented Reality Development, Computer Vision, Virtual Reality Development, Data Visualization, 3D Graphics, Unreal Engine, Docker",92393,103442,Software Engineering
Senior Blockchain Engineer,Cobalt Systems,"Tel Aviv, Israel",Full-time,"Decentralized Finance (DeFi), Cryptography, Distributed Ledger Technology",118746,144783,Software Engineering
Senior Immersive Experience Engineer,Fenix Cloud Labs,Remote,Full-time,"Augmented Reality Development, Unity, C#, CI/CD Pipelines",109866,146616,Software Engineering
Senior iOS Developer,Silverline Technologies,Remote,Internship,"Objective-C for iOS, Mobile CI/CD, Cross-platform Development, Xcode, iOS Development, Android Studio, Cordova, In-app Purchases, Stakeholder Management",116525,147441,Software Engineering
Robotics Controls Engineer,Slate Works,"Chicago, IL",Full-time,"RTOS (Real-Time Operating Systems), Embedded C, Machine Learning, Reinforcement Learning, Python, MATLAB, PCB Desgin",93786,112171,Software Engineering
Junior Embedded Software Engineer,Skyline Solutions,"London, UK",Internship," RTOS (Real-Time Operating Systems) , FPGA Design, Arduino, SPI/I2C Protocols, Raspberry Pi Development, IoT Systems Design, Microcontroller Programming, PCB Design, Stakeholder Management",64062,69899,DevOps & Infrastructure
Junior Cross-platform Mobile Engineer,Copperfield Robotics,Remote,Full-time,"Xcode, Flutter, Mobile Testing, Kotlin, Docker",63649,81072,Software Engineering
Junior Blockchain Engineer,Wraith Labs,"Denver, CO",Full-time,"Blockchain Development, Hyperledger Fabric, Go, Cryptography, TypeScript, Rust",65696,81250,Software Engineering
Lead iOS Developer,Frostbyte Software,"New York, NY",Full-time,"In-app Purchases, Swift, Ionic, Requirements Gathering",138581,161031,Software Engineering
Junior iOS Developer,Redshift Software,"Atlanta, GA",Full-time,"App Store Optimization, Kotlin, Jetpack Compose, Xcode, Kotlin Multiplatform, In-app Purchases, Xamarin, Android Development, Jira",60703,81451,Software Engineering
Senior Mobile Developer,Vantage Cloud Labs,"San Francisco, CA",Full-time,"Cross-platform Development, Xamarin, Kotlin Multiplatform, Dart, Mobile Performance Optimization",121263,136123,Software Engineering
Senior Blockchain Developer,Zenith Interactive,"San Francisco, CA",Full-time,"Blockchain Development, Decentralized Finance (DeFi), TypeScript, NFT Platforms, Cryptography, Hyperledger Fabric",116450,141190,Software Engineering
Principal Cross-platform Mobile Engineer,Wraith Digital,"Denver, CO",Part-time,"Jetpack Compose, Android Development, Mobile CI/CD, Docker",170487,176390,Software Engineering
Junior Augmented Reality Developer,Glasswing Dynamics,"Atlanta, GA",Part-time,"Unreal Engine, Virtual Reality Development, Unity, Python, Machine Learning",67585,81667,Software Engineering
Senior Mobile Developer,Redshift Systems,"Austin, TX",Full-time,"Cordova, Mobile App Architecture, Push Notifications, Xcode, SwiftUI, Flutter",126518,143668,Software Engineering
Android Developer Manager,Zenith Works,"Boston, MA",Contract,"Objective-C for iOS, Xamarin, Android Studio, Cross-platform Development, Kotlin Multiplatform",142063,147582,Software Engineering
XR Software Engineer,Hollow Ventures,"Denver, CO",Full-time,"C++, Data Visualization, Machine Learning, Virtual Reality Development",85754,108141,Software Engineering
3D Graphics Engineer Intern,Bluefin Bridge Tech,"Bangalore, India",Internship,"Unreal Engine, Python, C++, C#, Sensor Integration, 3D Graphics",27683,35409,Software Engineering
Junior Robotics Controls Engineer,Solace Digital,"London, UK",Full-time,"C++, Microcontroller Programming, Reinforcement Learning, Computer Vision, Machine Learning, Python, PCB Design, MATLAB",67694,73634,Software Engineering
IoT Firmware Engineer Manager,Ironwood Interactive,"London, UK",Full-time,"FPGA Design, Raspberry Pi Development, Arduino",115157,159547,DevOps & Infrastructure
Lead Spatial Computing Engineer,Slate Systems,"Berlin, Germany",Internship,"Machine Learning, Unity, Computer Vision, Python, Virtual Reality Development, 3D Graphics, Augmented Reality Development, Data Visualization",143531,161247,Software Engineering
Junior Embedded Software Engineer,Redshift Systems,"Austin, TX",Internship,"SPI/I2C Protocols, VHDL, Embedded C, IoT Systems Design, PCB Design",66314,75414,DevOps & Infrastructure
Blockchain Architect,Hollow Foundry,"Toronto, ON",Full-time,"TypeScript, Web3, Cryptography, Solidity, Rust, Ethereum, Smart Contracts",86708,106775,Software Engineering
XR Software Engineer,Ridgeback Mechatronics,"Austin, TX",Full-time,"C#, Augmented Reality Development, Unreal Engine, Sensor Integration, 3D Graphics, Communication",86552,94314,Software Engineering
Junior Blockchain Engineer,Zenith Works,Singapore,Full-time,"Rust, Smart Contracts, Ethereum, Distributed Ledger Technology, Cryptography, Web3, Solidity, Cryptocurrency Systems, Stakeholder Management",70742,81352,Software Engineering
Lead Web3 Developer,Cypher Labs,Remote,Full-time,"Hyperledger Fabric, TypeScript, NFT Platforms, Rust",159821,183626,Software Engineering
Principal Motion Control Engineer,Emberline Mechatronics,"Toronto, ON",Part-time,"MATLAB, Embedded C, RTOS (Real-Time Operating Systems), Computer Vision, Python, Robotics Programming",174408,198832,Software Engineering
Lead iOS Developer,Meridian Software,"Austin, TX",Full-time,"Mobile Performance Optimization, Cordova, Dart, Mobile CI/CD, Swift, Cross-platform Development, Xcode",151608,167399,Software Engineering
Principal Augmented Reality Developer,Wraith Ventures,"San Francisco, CA",Full-time,"Data Visualization, Unity, Augmented Reality Development, Virtual Reality Development, C++, C#",160507,177086,Software Engineering
React Native Developer,Protoform Solutions,"San Francisco, CA",Internship,"Mobile CI/CD, iOS Development, Ionic, Android Development, Jetpack Compose, Android Studio, Cross-platform Development, React Native",81805,110716,Software Engineering
Senior Android Developer,Circuitry Mechatronics,Singapore,Full-time,"iOS Development, Mobile Testing, SwiftUI",120469,137272,Software Engineering
Robotics Engineer Intern,Redshift Systems,"Sydney, Australia",Internship,"Python, MATLAB, PCB Design, Robotics Programming, Sensor Integration",27326,40442,Software Engineering
Junior XR Software Engineer,Bluefin Bridge Tech,"New York, NY",Full-time,"Machine Learning, Unity, Computer Vision",61865,71704,Software Engineering
Senior Autonomous Systems Engineer,Copperfield Robotics,Remote,Contract,"Computer Vision, Reinforcement Learning, Embedded C",119410,155741,Software Engineering
Junior Flutter Developer,Nova Studios,Remote,Full-time,"React Native, In-app Purchases, Flutter, CI/CD Pipelines",61966,75859,Software Engineering
Senior 3D Graphics Engineer,Nova Industries,Remote,Part-time,"Computer Vision, C#, Machine Learning, Sensor Integration, Agile Methodology",126642,134026,Software Engineering
Smart Contract Engineer Manager,Basalt Forge,"San Francisco, CA",Full-time,"Ethereum, Go, Solidity, Hyperledger Fabric, Stakeholder Management",116471,145257,Software Engineering
Senior Mobile Software Engineer,Copperfield Robotics,Remote,Internship,"Kotlin, Jetpack Compose, Android Development",113377,152607,Software Engineering
React Native Developer,Ledgerly Foundry,"London, UK",Part-time,"In-app Purchases, Cross-platform Development, Kotlin Multiplatform, Swift, Mobile App Architecture, Ionic, Mobile Performance Optimization, App Store Optimization",85650,103694,Software Engineering
Principal Blockchain Developer,Fenix Technologies,"Austin, TX",Contract,"Smart Contracts, NFT Platforms, TypeScript, Solidity",163435,187156,Software Engineering
Senior Flutter Developer,Quantum Labs,"San Francisco, CA",Internship,"Mobile CI/CD, Xamarin, React Native, SwiftUI, Git",126022,131048,Software Engineering
Lead React Native Developer,Circuitry Robotics,"San Francisco, CA",Full-time,"Android Development, Mobile CI/CD, Flutter",148556,183563,Software Engineering
Lead Cross-platform Mobile Engineer,Ridgeback Mechatronics,"Toronto, ON",Full-time,"React Native, Ionic, Dart, Flutter, SwiftUI",140496,175098,Software Engineering
Hardware/Firmware Engineer,Summit Foundry,"San Francisco, CA",Full-time,"PCB Design, Arduino, C++, Embedded C, Stakeholder Management",88617,102129,DevOps & Infrastructure
IoT Firmware Engineer Intern,Silverline Technologies,Remote,Internship,"SPI/I2C Protocols, Raspberry Pi Development, VHDL, PCB Design, FPGA Design, Microcontroller Programming, C++",28447,37639,DevOps & Infrastructure
IoT Firmware Engineer Manager,Meridian Software,"San Francisco, CA",Part-time,"Raspberry Pi Development, Arduino, PCB Design, IoT Systems Design, FPGA Design, Firmware Development, Embedded C",136807,143484,DevOps & Infrastructure
Senior FPGA Engineer,Frostbyte Software,"New York, NY",Full-time,"Embedded C, IoT Systems Design, PCB Design, C++, SPI/I2C Protocols, Microcontroller Programming",112095,154198,DevOps & Infrastructure
Principal iOS Developer,Ledgerly Forge,"London, UK",Full-time,"Xamarin, Mobile CI/CD, Cross-platform Development, Kotlin Multiplatform, In-app Purchases, Android Development, Android Studio, Objective-C for iOS",165577,193025,Software Engineering
Senior Firmware Engineer,Basalt Labs,"Chicago, IL",Full-time,"C++, Firmware Development, Microcontroller Programming, VHDL, IoT Systems Design, Arduino",123282,149011,DevOps & Infrastructure
Principal Robotics Perception Engineer,Keystone Industries,"Austin, TX",Part-time,"PCB Design, Machine Learning, Embedded C, Sensor Integration, Reinforcement Learning, Computer Vision, RTOS (Real-Time Operating Systems), Docker",152040,196380,Software Engineering
Robotics Engineer Manager,Quantum Mechatronics,"Tel Aviv, Israel",Full-time,"Robotics Programming, Sensor Integration, MATLAB, Machine Learning, C++, Python, Cross-functional Collaboration",126027,171024,Software Engineering
Immersive Experience Engineer,Fenix Technologies,Remote,Full-time,"Machine Learning, C++, C#, Sensor Integration, 3D Graphics",88189,102458,Software Engineering
Mobile Developer,Cobalt Systems,Remote,Part-time,"Swift, Kotlin, Push Notifications, Android Studio",87681,112464,Software Engineering
Embedded Software Engineer Intern,Fenix Systems,"New York, NY",Internship,"FPGA Design, RTOS (Real-Time Operating Systems), Microcontroller Programming, Raspberry Pi Development, Embedded C",25314,35571,DevOps & Infrastructure
XR Software Engineer,Slate Works,"Denver, CO",Internship,"Data Visualization, C++, Python, Augmented Reality Development, C#, Unity, 3D Graphics",89451,113425,Software Engineering
Junior Flutter Developer,Amberlight Dynamics,"Sydney, Australia",Full-time,"Cordova, Swift, Objective-C for iOS, Android Development, Xamarin, Mobile App Architecture, Kotlin",65249,75072,Software Engineering
Lead Mobile Developer,Wraith Labs,"Atlanta, GA",Part-time,"SwiftUI, Mobile Performance Optimization, Xamarin, Xcode, Swift, Mobile App Architecture",146593,181738,Software Engineering
Android Developer,Nova Labs,"San Francisco, CA",Contract,"Kotlin Multiplatform, Cross-platform Development, Mobile Performance Optimization, Xcode, In-app Purchases, React Native, Mobile CI/CD",94849,99935,Software Engineering
Senior Flutter Developer,Solace Works,Remote,Contract,"React Native, Android Studio, SwiftUI, Cordova, Dart, Mobile App Architecture, Mobile CI/CD, Kotlin, Requirements Gathering",123724,135972,Software Engineering
Staff React Native Developer,Silverline Works,"Seattle, WA",Full-time,"Cordova, App Store Optimization, Android Development, Cross-functional Collaboration",146043,189836,Software Engineering
Senior Android Developer,Redshift Ventures,"New York, NY",Part-time,"React Native, Mobile App Architecture, iOS Development, Jetpack Compose, In-app Purchases, Xcode, App Store Optimization, Kotlin Multiplatform",128408,147609,Software Engineering
Junior Mobile Developer,Brightloop Labs,Remote,Full-time,"React Native, Android Studio, Mobile Performance Optimization, Push Notifications",65278,74671,Software Engineering
Senior Robotics Engineer,Copperfield Robotics,"New York, NY",Internship,"Python, Embedded C, MATLAB, Reinforcement Learning, C++, Microcontroller Programming, PCB Design, Requirements Gathering",113225,134227,Software Engineering
Senior Embedded Systems Engineer,Crestline Interactive,"Austin, TX",Full-time,"Microcontroller Programming, IoT Systems Design, Raspberry Pi Development, Firmware Development, RTOS (Real-Time Operating Systems), VHDL, C++, Arduino, System Design",108507,148059,DevOps & Infrastructure
Junior Blockchain Architect,Silverline Works,Remote,Part-time,"Solidity, Hyperledger Fabric, Blockchain Development, Cryptocurrency Systems",58597,81085,Software Engineering
Senior Embedded Systems Engineer,Ledgerly Software,Remote,Part-time,"C++, VHDL, Arduino",114624,153676,DevOps & Infrastructure
Robotics Software Engineer Intern,Ridgeback Mechatronics,"Atlanta, GA",Internship,"RTOS (Real-Time Operating Systems), Reinforcement Learning, Microcontroller Programming, Machine Learning, MATLAB, Requirements Gathering",31291,36924,Software Engineering
Lead Solidity Developer,Frostbyte Studios,"Tel Aviv, Israel",Full-time,"Cryptography, NFT Platforms, Cryptocurrency Systems, Smart Contracts, Rust, Distributed Ledger Technology, Blockchain Development, Node.js",153824,163801,Software Engineering
Junior Solidity Developer,Vertex Ventures,"London, UK",Full-time,"Hyperledger Fabric, Decentralized Finance (DeFi), Cryptocurrency Systems, TypeScript",67916,74667,Software Engineering
Autonomous Systems Engineer,Vertex Industries,"Chicago, IL",Full-time,"MATLAB, RTOS (Real-Time Operating Systems), Python, C++, Robotics Programming, Reinforcement Learning, Machine Learning, Cross-functional Collaboration",87211,114018,Software Engineering
Lead Spatial Computing Engineer,Cypher Labs,"Chicago, IL",Full-time,"Sensor Integration, Unity, Data Visualization, Virtual Reality Development, Machine Learning, Augmented Reality Development, Computer Vision, Git",142875,156151,Software Engineering
Senior Hardware/Firmware Engineer,Copperfield Robotics,"Boston, MA",Internship,"PCB Design, Embedded C, Raspberry Pi Development, Microcontroller Programming, VHDL, FPGA Design, IoT Systems Design, Firmware Development, System Design",124922,154467,DevOps & Infrastructure
Junior Android Developer,Meridian Software,"San Francisco, CA",Full-time,"Dart, Kotlin, Flutter, Mobile Testing",68319,80135,Software Engineering
Blockchain Architect Manager,Solace Works,Remote,Full-time,"Node.js, Decentralized Finance (DeFi), Smart Contracts, NFT Platforms, Distributed Ledger Technology, Ethereum, Solidity, Agile Methodology",121499,141022,Software Engineering
Lead 3D Graphics Engineer,Redshift Ventures,"San Francisco, CA",Internship,"3D Graphics, C++, Virtual Reality Development, C#, Unity",152474,176592,Software Engineering
Lead Mobile Software Engineer,Ridgeback Cloud Labs,"New York, NY",Internship,"iOS Development, Kotlin Multiplatform, In-app Purchases, App Store Optimization, Cordova, Kotlin",152797,167523,Software Engineering
Junior Robotics Controls Engineer,Redshift Ventures,"Chicago, IL",Full-time,"Reinforcement Learning, Computer Vision, Embedded C, RTOS (Real-Time Operating Systems), C++, Robotics Programming, PCB Design, System Design",62761,81541,Software Engineering
Blockchain Developer,Crestline Collective,"Austin, TX",Full-time,"Solidity, Distributed Ledger Technology, Hyperledger Fabric",81596,110603,Software Engineering
Senior Blockchain Engineer,Zenith Mechatronics,Remote,Internship,"Ethereum, Cryptocurrency Systems, Web3, Node.js, Blockchain Development",129449,154598,Software Engineering
Lead React Native Developer,Zenith Mechatronics,"Berlin, Germany",Full-time,"Swift, Mobile Testing, Mobile CI/CD, In-app Purchases, Xamarin, App Store Optimization, Kotlin, Cordova",157268,182204,Software Engineering
XR Software Engineer Manager,Basalt Cloud Labs,Remote,Internship,"Python, Augmented Reality Development, 3D Graphics, Unity, Machine Learning, Sensor Integration",127815,171074,Software Engineering
Senior Crypto Backend Engineer,Skyline Solutions,"Bangalore, India",Internship,"Cryptocurrency Systems, Ethereum, Blockchain Development, Node.js, Cryptography, Rust",111784,135094,Software Engineering
Junior React Native Developer,Zenith Interactive,Remote,Full-time,"Kotlin Multiplatform, Mobile Testing, Mobile CI/CD",60142,81334,Software Engineering
React Native Developer,Nimbus Interactive,Remote,Full-time,"In-app Purchases, Flutter, App Store Optimization",91116,107159,Software Engineering
Senior React Native Developer,Summit Interactive,"Austin, TX",Full-time,"In-app Purchases, Cordova, Xcode, SwiftUI, Mobile Testing",124188,135881,Software Engineering
Senior Robotics Perception Engineer,Ledgerly Works,Remote,Full-time,"Embedded C, C++, RTOS (Real-Time Operating Systems), Python, Reinforcement Learning, Robotics Programming, Sensor Integration, PCB Design, Cross-functional Collaboration",120581,155218,Software Engineering
Robotics Controls Engineer,Brightloop Forge,"Chicago, IL",Internship,"Embedded C, C++, Microcontroller Programming, MATLAB, Sensor Integration, Robotics Programming",94597,103463,Software Engineering
Motion Control Engineer Manager,Copperfield Industries,"New York, NY",Full-time,"Computer Vision, C++, PCB Design, Sensor Integration, MATLAB, Reinforcement Learning, Embedded C, Machine Learning",137345,164351,Software Engineering
Lead iOS Developer,Ledgerly Robotics,"Denver, CO",Contract,"Cross-platform Development, SwiftUI, Mobile App Architecture",146876,175830,Software Engineering
Senior Web3 Developer,Emberline Mechatronics,"Seattle, WA",Contract,"Distributed Ledger Technology, Node.js, Ethereum, TypeScript, NFT Platforms, System Design",109279,156839,Software Engineering
Principal Augmented Reality Developer,Ledgerly Foundry,"Sydney, Australia",Internship,"Computer Vision, Augmented Reality Development, Unity, C#, Unreal Engine",154219,174877,Software Engineering
Senior React Native Developer,Starforge Ventures,"Chicago, IL",Part-time,"React Native, Dart, Ionic, Cross-platform Development",132404,146763,Software Engineering
Principal Smart Contract Engineer,Glasswing Dynamics,"Austin, TX",Full-time,"Ethereum, Web3, Node.js",171063,197669,Software Engineering
Senior Immersive Experience Engineer,Nova Studios,Remote,Internship,"Computer Vision, Data Visualization, Machine Learning, Unreal Engine",109237,138861,Software Engineering
Mobile Software Engineer Manager,Basalt Labs,"Bangalore, India",Full-time,"Mobile App Architecture, Mobile Testing, Mobile CI/CD, Kotlin Multiplatform, Xcode, Communication",134364,146646,Software Engineering
XR Software Engineer,Silverline Technologies,"Berlin, Germany",Full-time,"Machine Learning, Augmented Reality Development, Data Visualization, Virtual Reality Development, Unreal Engine, Python, 3D Graphics",88768,97068,Software Engineering
Spatial Computing Engineer,Nova Industries,"London, UK",Contract,"Machine Learning, Sensor Integration, Unity, Data Visualization, Unreal Engine, Virtual Reality Development, Augmented Reality Development, C#",84332,108441,Software Engineering
Lead Virtual Reality Developer,Northgate Software,Remote,Full-time,"Virtual Reality Development, Unreal Engine, Machine Learning, C++, 3D Graphics, Unity",153438,162286,Software Engineering
Senior Mobile Software Engineer,Basalt Labs,"San Francisco, CA",Full-time,"Flutter, SwiftUI, Ionic, App Store Optimization, Kotlin, In-app Purchases, Android Development, CI/CD Pipelines",116605,146949,Software Engineering
Senior Web3 Developer,Crestline Interactive,"Chicago, IL",Full-time,"Rust, TypeScript, Go, Cryptocurrency Systems",109859,156728,Software Engineering
Senior Mobile Developer,Wraith Digital,"Denver, CO",Contract,"Kotlin Multiplatform, Push Notifications, Jetpack Compose, Xamarin",119171,147289,Software Engineering
Motion Control Engineer,Ledgerly Works,"Atlanta, GA",Internship,"PCB Design, Embedded C, Python",85374,107010,Software Engineering
Senior Immersive Experience Engineer,Copperfield Mechatronics,"Chicago, IL",Part-time,"Computer Vision, Unreal Engine, Virtual Reality Development",110062,142124,Software Engineering
Senior Spatial Computing Engineer,Ridgeback Mechatronics,"New York, NY",Full-time,"C#, C++, Unity, Unreal Engine, 3D Graphics, Computer Vision, Data Visualization",114555,152871,Software Engineering
Senior Embedded Software Engineer,Solace Works,"San Francisco, CA",Full-time,"Arduino, Raspberry Pi Development, IoT Systems Design, C++, Microcontroller Programming",131094,137588,DevOps & Infrastructure
Junior Embedded Software Engineer,Frostbyte Studios,"Atlanta, GA",Internship,"FPGA Design, PCB Design, RTOS (Real-Time Operating Systems), C++, SPI/I2C Protocols, Arduino, VHDL, Raspberry Pi Development, Stakeholder Management",58812,74129,DevOps & Infrastructure
Senior iOS Developer,Keystone Industries,"Boston, MA",Full-time,"Swift, Push Notifications, Kotlin",125800,138620,Software Engineering
Senior Hardware/Firmware Engineer,Circuitry Robotics,"London, UK",Contract,"RTOS (Real-Time Operating Systems), Firmware Development, IoT Systems Design, FPGA Design, SPI/I2C Protocols, Embedded C, Arduino, VHDL",123809,149034,DevOps & Infrastructure
Virtual Reality Developer Manager,Meridian Software,"Tel Aviv, Israel",Contract,"Python, C++, Computer Vision, Sensor Integration, Machine Learning, Unity, 3D Graphics, Unreal Engine",138077,163187,Software Engineering
Lead Smart Contract Engineer,Frostbyte Studios,Remote,Full-time,"Cryptocurrency Systems, Solidity, Decentralized Finance (DeFi), Smart Contracts, Go, TypeScript, NFT Platforms, Blockchain Development",157732,167204,Software Engineering
Immersive Experience Engineer,Skyline Systems,"New York, NY",Full-time,"Unity, Data Visualization, Sensor Integration, Python, C++, Machine Learning",90601,103072,Software Engineering
Flutter Developer Intern,Copperfield Mechatronics,"Denver, CO",Internship,"Cross-platform Development, Flutter, Dart, Android Studio, React Native",28392,33917,Software Engineering
Senior Mobile Software Engineer,Basalt Labs,"Austin, TX",Full-time,"Android Development, Mobile CI/CD, Swift, Xamarin, Jetpack Compose, Dart, Mobile App Architecture",123907,134937,Software Engineering
Junior iOS Developer,Solace Digital,"Bangalore, India",Full-time,"Kotlin Multiplatform, Mobile Testing, iOS Development",62624,83724,Software Engineering
Hardware/Firmware Engineer,Crestline Collective,"San Francisco, CA",Full-time,"C++, Embedded C, Arduino, SPI/I2C Protocols, Firmware Development, Microcontroller Programming, FPGA Design",84952,101879,DevOps & Infrastructure
Senior Mobile Software Engineer,Nova Labs,"Atlanta, GA",Full-time,"Kotlin Multiplatform, SwiftUI, Cordova, Objective-C for iOS, Dart",126077,137141,Software Engineering
Senior Crypto Backend Engineer,Meridian Forge,"New York, NY",Full-time,"Hyperledger Fabric, Cryptocurrency Systems, Solidity, Smart Contracts, Ethereum, Blockchain Development, Decentralized Finance (DeFi)",114913,155539,Software Engineering
Flutter Developer,Redshift Software,Remote,Internship,"Mobile Performance Optimization, Cross-platform Development, Android Development, Cordova, Mobile App Architecture, Kotlin, Mobile CI/CD",86653,104767,Software Engineering
Junior FPGA Engineer,Ledgerly Robotics,"Chicago, IL",Part-time,"VHDL, IoT Systems Design, Raspberry Pi Development, Embedded C, SPI/I2C Protocols, RTOS (Real-Time Operating Systems), Docker",67299,75933,DevOps & Infrastructure
Senior iOS Developer,Brightloop Forge,"San Francisco, CA",Full-time,"Swift, App Store Optimization, Mobile Testing",108537,149100,Software Engineering
Flutter Developer,Frostbyte Studios,Remote,Full-time,"Xcode, Mobile App Architecture, Android Development, Android Studio",93866,106604,Software Engineering
Motion Control Engineer Intern,Summit Interactive,"Austin, TX",Internship,"Machine Learning, PCB Design, Computer Vision, Robotics Programming, Microcontroller Programming, Reinforcement Learning, Python, Jira",27433,33102,Software Engineering
Flutter Developer,Ridgeback Cloud Labs,"Tel Aviv, Israel",Internship,"Jetpack Compose, Kotlin, Flutter, SwiftUI",88766,101346,Software Engineering
Virtual Reality Developer Intern,Wraith Digital,"London, UK",Internship,"Python, Machine Learning, C++, Sensor Integration, Unreal Engine, Virtual Reality Development, Augmented Reality Development, Unity",28949,40425,Software Engineering
Lead Android Developer,Fenix Systems,Remote,Full-time,"Swift, SwiftUI, iOS Development, Objective-C for iOS, Push Notifications, Android Development, Cordova",144382,166169,Software Engineering
Junior React Native Developer,Wraith Labs,"San Francisco, CA",Full-time,"Mobile CI/CD, Ionic, Android Studio, Kotlin, Swift",66404,74705,Software Engineering
AR/VR Engineer Intern,Meridian Software,"Atlanta, GA",Internship,"Virtual Reality Development, Sensor Integration, 3D Graphics, Python, C++, Computer Vision, Machine Learning, C#, Jira",28734,36450,Software Engineering
