title,company,location,type,skills_required,salary_min,salary_max,category
Manager SOC Analyst,Stonewall Cyber Labs,"Dublin, Ireland",Internship,"SIEM Tools, Zero Trust Architecture, Cryptography, Shell Scripting, VPN Configuration, Linux Administration, Vulnerability Assessment, Firewall Configuration, SIEM Tools",113698,170394,Security
IT Support Analyst,Stonewall Cyber Labs,"Boston, MA",Full-time,"VPN Configuration, TCP/IP, Virtualization (VMware), IPv6, Linux Administration, Active Directory",52549,77898,IT Support
Junior QA Engineer,Truescope Software,Remote,Internship,"SQL, Postman, Pytest, test automation, Selenium, Playwright, Accessibility Testing, Interpersonal Skills",50141,77283,QA & Testing
Junior Offensive Security Engineer,Stonewall Cyber Labs,"Toronto, ON",Full-time,"Firewall Configuration, Collaboration, Public Key Infrastructure, OWASP, Shell Scripting, VPN Configuration, SOC 2 Compliance",57895,92016,Security
Mid-level Systems Administrator,Frameworth Digital,"Boston, MA",Full-time,"DNS Administration, Virtualization (VMware), Endpoint Security, Windows Server Administration, TCP/IP, Storage Area Networks, Active Directory",66283,98495,IT Support
Help Desk Manager,Anchorpoint Systems,"London, UK",Internship,"Collaboration, VoIP Systems, Documentation Best Practices, Network Automation, IPv6",108361,159586,IT Support
QA Manager,Blueforge Cyber,Remote,Full-time,"Test Case Design, API Testing, JavaScript, Presentation Skills, Mobile Testing, Bug Tracking",150888,202567,QA & Testing
Lead Application Security Engineer,Fortress Grove Inc,"Atlanta, GA",Internship,"OWASP, VPN Configuration, Penetration Testing, ISO 27001, Documentation Best Practices, Vulnerability Assessment",140671,192069,Security
Junior GRC Analyst,Trustline Networks,"Boston, MA",Full-time,"Cloud Security, Zero Trust Architecture, Python, Threat Modeling, Penetration Testing, OWASP, Digital Forensics",53487,73865,Security
Intern Security Analyst,Routewise Networks,"Atlanta, GA",Full-time,"SOC 2 Compliance, Linux Administration, Secure Code Review, Firewall Configuration",21354,40180,Security
Junior Application Security Engineer,Bastion Point Systems,"Seattle, WA",Internship,"Cryptography, HIPAA Compliance, ISO 27001, SOC Operations",57576,84151,Security
Senior Compliance & Risk Analyst,Ironwood Systems,"Bengaluru, India",Full-time,"Zero Trust Architecture, Amazon Web Services (AWS), Application Security, Cryptography",96239,145947,Security
Junior GRC Analyst,Bugtrail Technologies,"Denver, CO",Contract,"Endpoint Security, Security Auditing, ISO 27001, VPN Configuration, HIPAA Compliance, Amazon Web Services (AWS)",50727,77296,Security
Senior Penetration Tester,Meridian Apps,"Bengaluru, India",Internship,"Amazon Web Services (AWS), Cloud Security, Digital Forensics, Malware Analysis, Linux Administration",108471,162831,Security
Junior Network Administrator,Signalcheck Labs,Singapore,Full-time,"Load Balancers (F5), VoIP Systems, Time Management",47626,70971,IT Support
Mid-level Application Security Engineer,Nova Field Labs,Remote,Full-time,"Endpoint Security, Threat Modeling, GDPR Compliance, Collaboration, Cryptography",82900,119709,Security
Junior Test Automation Engineer,Bridgeline Networks,Remote,Full-time,"Appium, Test Plan Development, Performance Testing, Python, Load Testing (JMeter)",57150,82553,QA & Testing
Junior QA Analyst,Beacon Ridge Security,Remote,Full-time,"Load Testing (JMeter), Python, Git, Appium, Selenium, Quality Assurance",46394,66136,QA & Testing
Junior Manual QA Tester,Signalcheck Labs,"San Francisco, CA",Internship,"Behavior-Driven Development, Agile Methodology, Python, Continuous Testing",44537,66765,QA & Testing
Junior Manual QA Tester,Palisade Systems Inc,"San Francisco, CA",Part-time,"Test Plan Development, Selenium, Pytest, Test Case Design",44852,69824,QA & Testing
Lead Cybersecurity Engineer,Aegis Loop Technologies,"Vancouver, BC",Internship,"Documentation Best Practices, ISO 27001, Public Key Infrastructure, TCP/IP, HIPAA Compliance, Shell Scripting",139491,192137,Security
Intern QA Analyst,Ironclad Cyber Group,"New York, NY",Full-time,"Jira, Python, Quality Assurance, Selenium, Test Plan Development, Accessibility Testing, API Testing",15229,33809,QA & Testing
QA Manager,Keyline Security Group,"Sydney, Australia",Full-time,"Load Testing (JMeter), Unit Testing,   Selenium , Test Plan Development",135335,184061,QA & Testing
Lead Network Administrator,Vertexguard Systems,"Raleigh, NC",Contract,"Storage Area Networks, Windows Server Administration, VPN Configuration, Network Automation, Network Routing & Switching",114246,156688,IT Support
Junior Test Automation Engineer,Meshpoint Systems,"Dallas, TX",Full-time,"Postman, Appium, Continuous Testing, Test Automation, Load Testing (JMeter), Test Plan Development",54094,86192,QA & Testing
Manager GRC Analyst,Deskline Support Co,Remote,Full-time,"Cloud Security, Linux Administration, Vulnerability Assessment, GDPR Compliance",107954,160756,Security
Senior Technical Support Engineer,Anchorpoint Systems,"Dallas, TX",Full-time,"Git, Virtualization (VMware), DNS Administration, Load Balancers (F5), Network Automation",76620,115168,IT Support
IT Support Manager,Terminalpoint Tech,"Dallas, TX",Part-time,"Linux Administration, SD-WAN, Endpoint Security, Load Balancers (F5), Network Monitoring, Interpersonal Skills",111067,165565,IT Support
Manager QA Lead,Granite Peak Tech,"Toronto, ON",Full-time,"Pytest, Test Automation, Appium",121373,182207,QA & Testing
GRC Analyst,Terminalpoint Tech,Remote,Full-time,"Application Security, Firewall Configuration, SOC Operations",68967,105170,Security
Senior SDET,Precisionpath QA,Remote,Full-time,"Cypress, Test Automation, Behavior-Driven Development",103475,151847,QA & Testing
Senior QA Engineer,Aegis Loop Technologies,Remote,Full-time,"Problem Solving, Postman, Test Plan Development, Selenium, Unit Testing, Python, CI/CD Pipelines",93472,142321,QA & Testing
Junior Help Desk Technician,Quietstone Security,"New York, NY",Full-time,"IPv6, VPN Configuration, Endpoint Security, Virtualization (VMware), Load Balancers (F5), Linux Administration, DNS Administration",36380,54507,IT Support
Junior Application Security Engineer,Byteforge Labs,"Boston, MA",Part-time,"VPN Configuration, SOC Operations, Endpoint Security, Secure Code Review, SOC 2 Compliance",59916,88383,Security
Staff Offensive Security Engineer,Northwind Analytics,Remote,Full-time,"Endpoint Security, HIPAA Compliance, Network Security, Penetration Testing, Firewall Configuration, VPN Configuration, Documentation Best Practices, Application Security",150835,201874,Security
Senior IT Support Specialist,Deadbolt Digital,Remote,Full-time,"Network Automation, Interpersonal Skills, VoIP Systems",68061,107129,IT Support
Lead Offensive Security Engineer,Verityloop Digital,Remote,Part-time,"Shell Scripting, Malware Analysis, Amazon Web Services (AWS)",142386,193107,Security
Mid-level SOC Analyst,Coral Reef Software,"Austin, TX",Full-time,"Python, Linux Administration, Security Auditing, Time Management",73380,111507,Security
Mid-level Offensive Security Engineer,Fieldwire IT Systems,"London, UK",Full-time,"Vulnerability Assessment, SIEM Tools, SOC Operations, Firewall Configuration, Zero Trust Architecture",83545,121174,Security
Junior Cybersecurity Engineer,Sentinel Ridge Security,"Seattle, WA",Part-time,"Vulnerability Assessment, Linux Administration, Incident Response, GRC (Governance, Risk & Compliance), Microsoft Azure",57660,84534,Security
Manager QA Lead,Anchorpoint Systems,Remote,Full-time,"Test Plan Development, Appium, Test Case Design, Exploratory Testing, Quality Assurance, Playwright, Performance Testing, Bug Tracking",119117,178572,QA & Testing
Principal Cybersecurity Engineer,Aegis Loop Technologies,Remote,Contract,"Zero Trust Architecture, Threat Modeling, Network Security",155419,203188,Security
Lead Technical Support Engineer,Nodecare Technologies,Remote,Full-time,"Documentation Best Practices, Virtualization (VMware), Load Balancers (F5), TCP/IP, Network Monitoring, SD-WAN, Linux Administration",100551,133857,IT Support
Staff Penetration Tester,Consolebridge Systems,Singapore,Full-time,"Security Auditing, Cloud Security, Secure Code Review, SOC 2 Compliance, Shell Scripting, Malware Analysis, ISO 27001, Network Security",148856,205512,Security
Senior QA Analyst,Signalcheck Labs,Remote,Full-time,"Bug Tracking, Quality Assurance, Load Testing (JMeter), Cypress, Accessibility Testing, Unit Testing, JavaScript",83871,132376,QA & Testing
Principal Application Security Engineer,Assurewave Software,Remote,Full-time,"Digital Forensics, Security Auditing, GDPR Compliance, GRC (Governance, Risk & Compliance), SOC 2 Compliance, ISO 27001, Cryptography",153909,206678,Security
Junior GRC Analyst,Helprail Technologies,"Toronto, ON",Full-time,"Python, Amazon Web Services (AWS), ISO 27001",53208,79079,Security
Application Security Engineer,Beacon Ridge Security,Remote,Full-time,"Network Security, TCP/IP, Cryptography, Threat Modeling, Digital Forensics, Public Key Infrastructure",78170,123345,Security
Lead Cybersecurity Engineer,Signalcheck Labs,Singapore,Internship,"Digital Forensics, Amazon Web Services (AWS), Shell Scripting, Endpoint Security, Microsoft Azure, Vulnerability Assessment, Incident Response",137992,189461,Security
Lead Cybersecurity Engineer,Solstice Data Co,"Berlin, Germany",Full-time,"Python, HIPAA Compliance, Zero Trust Architecture, Network Security, Threat Modeling, Incident Response",140217,190299,Security
Senior Security Architect,Ticketforge Systems,"Toronto, ON",Full-time,"Public Key Infrastructure, Endpoint Security, Python",118990,182514,Security
Junior Compliance & Risk Analyst,Circuitline IT,"Denver, CO",Full-time,"Problem Solving, TCP/IP, Firewall Configuration, Incident Response, Threat Modeling, HIPAA Compliance",49599,79133,Security
Manual QA Tester,Cobalt Robotics Group,"Sydney, Australia",Contract,"Python, Accessibility Testing, Load Testing (JMeter), Behavior-Driven Development, Bug Tracking, Selenium",62775,97407,QA & Testing
Lead Security Analyst,Stonewall Cyber Labs,"Atlanta, GA",Full-time,"OWASP, Communication, Zero Trust Architecture, Malware Analysis, Threat Modeling",130915,179065,Security
Junior Security Analyst,Redwood Data Systems,"Vancouver, BC",Full-time,"Security Auditing, Network Security, Malware Analysis, ISO 27001, OWASP, Problem Solving, Vulnerability Assessment",53720,82793,Security
Principal Security Engineer,Ticketforge Systems,"Washington, DC",Full-time,"SOC 2 Compliance, Security Auditing, Application Security",153866,206007,Security
Mid-level QA Engineer,Ironclad Cyber Group,Remote,Contract,"Mobile Testing, Unit Testing, Time Management, Test Plan Development, Load Testing (JMeter), Performance Testing, Playwright, SQL",72494,103779,QA & Testing
Staff Test Automation Engineer,Streamline Cyber Co,"Austin, TX",Full-time,"Performance Testing, Continuous Testing, Accessibility Testing, Python, Mobile Testing, Pytest, Jest, SQL",138666,190895,QA & Testing
Junior SDET,Nova Field Labs,"Dallas, TX",Contract,"Presentation Skills, Python, API Testing, Pytest, Exploratory Testing, CI/CD Pipelines, Mobile Testing, Continuous Testing",57849,81407,QA & Testing
Manager Security Analyst,Qualitrix Systems,"Chicago, IL",Full-time,"Shell Scripting, Vulnerability Assessment, Agile Methodology, SIEM Tools",116302,168426,Security
Lead Quality Assurance Engineer,Fortress Grove Inc,"Sydney, Australia",Full-time,"Python, Behavior-Driven Development, CI/CD Pipelines, Exploratory Testing, Documentation Best Practices, Postman, Performance Testing, Bug Tracking",121873,167830,QA & Testing
Senior QA Analyst,Clearbench Systems,"Seattle, WA",Contract,"Cypress, Pytest, Continuous Testing, Exploratory Testing, SQL, Test Plan Development, Load Testing (JMeter), Python",83988,125760,QA & Testing
Principal QA Lead,Onyx Bridge Tech,Remote,Full-time,"Test Plan Development, Test Automation, Jira, Load Testing (JMeter), Test Case Design, JavaScript",152124,200422,QA & Testing
Lead Desktop Support Engineer,Argus Point Technologies,Remote,Full-time,"Network Automation, Active Directory, DNS Administration, Windows Server Administration, VPN Configuration, Load Balancers (F5)",102173,134044,IT Support
IT Support Manager,Truescope Software,"Dublin, Ireland",Full-time,"Load Balancers (F5), TCP/IP, Linux Administration, Network Monitoring, Customer Service, VoIP Systems, VPN Configuration, DNS Administration",123074,166679,IT Support
QA Manager,Meridian Apps,"Toronto, ON",Full-time,"Quality Assurance, Test Automation, Unit Testing, Jira",133974,182583,QA & Testing
Mid-level Quality Assurance Engineer,Systemcove Technologies,Remote,Full-time,"Communication, Playwright, Test Case Design, CI/CD Pipelines, Appium",71523,106856,QA & Testing
Senior Cybersecurity Engineer,Fieldwire IT Systems,Remote,Full-time,"OWASP, SOC 2 Compliance, Firewall Configuration",106272,159880,Security
Junior GRC Analyst,Ridgeline Security Labs,"New York, NY",Full-time,"Cryptography, ISO 27001, Agile Methodology, Amazon Web Services (AWS)",50838,80567,Security
Principal Application Security Engineer,Bastion Point Systems,"Dublin, Ireland",Internship,"Secure Code Review, DevSecOps, Threat Modeling, Firewall Configuration, SOC Operations, TCP/IP, Incident Response",153821,205476,Security
Lead Systems Administrator,Routewise Networks,Remote,Full-time,"Linux Administration, virtualization (vmware), SD-WAN, TCP/IP, IPv6, Network Routing & Switching, Load Balancers (F5)",117319,162300,IT Support
Manager Compliance & Risk Analyst,Aegis Loop Technologies,"Sydney, Australia",Full-time,"Public Key Infrastructure, HIPAA Compliance, Penetration Testing, GDPR Compliance, Malware Analysis",109024,166458,Security
Manager Compliance & Risk Analyst,Rigortest Software,Singapore,Full-time,"Amazon Web Services (AWS), Malware Analysis, Firewall Configuration, Incident Response, Threat Modeling, OWASP, SOC Operations, GRC (Governance, Risk & Compliance)",107270,163215,Security
Lead Penetration Tester,Nightwatch Security Co,"Dublin, Ireland",Full-time,"Network Security, Vulnerability Assessment, SOC 2 Compliance, Threat Modeling, Zero Trust Architecture",142166,196242,Security
Application Security Engineer,Ticketforge Systems,"Vancouver, BC",Internship,"SOC 2 Compliance, Documentation Best Practices, Microsoft Azure, Secure Code Review, GDPR Compliance, Vulnerability Assessment, Linux Administration",81942,119376,Security
IT Support Manager,Ironveil Networks,"Chicago, IL",Full-time,"Load Balancers (F5), IPv6, Network Automation, Time Management, VPN Configuration, Customer Service",127923,178369,IT Support
Senior Network Administrator,Ironwood Systems,"Washington, DC",Full-time,"Documentation Best Practices, Network Monitoring, Windows Server Administration, DNS Administration, TCP/IP",92270,132504,IT Support
Principal Security Architect,Aegis Loop Technologies,"Raleigh, NC",Contract,"GDPR Compliance, Public Key Infrastructure, Vulnerability Assessment, Network Security, Presentation Skills, Linux Administration, Firewall Configuration",171265,226896,Security
Application Security Engineer,Netframe Solutions,"Dublin, Ireland",Full-time,"Shell Scripting, GRC (Governance, Risk & Compliance), SIEM Tools, SOC 2 Compliance, Zero Trust Architecture, SOC Operations, Incident Response",78291,119709,Security
Principal Security Architect,Solstice Data Co,Remote,Contract,"Amazon Web Services (AWS), ISO 27001, Python, Application Security, Git, Malware Analysis, Incident Response",171997,232485,Security
Junior Penetration Tester,Fieldwire IT Systems,Remote,Full-time,"Shell Scripting, Zero Trust Architecture, GRC (Governance, Risk & Compliance), Endpoint Security, Jira, Security Auditing, Application Security, Amazon Web Services (AWS)",61254,91812,Security
Senior QA Engineer,Fieldwire IT Systems,"Seattle, WA",Full-time,"Test Automation, Test Plan Development, JavaScript, Exploratory Testing, CI/CD Pipelines",95176,141815,QA & Testing
Junior Desktop Support Engineer,Cobalt Robotics Group,"San Francisco, CA",Internship,"Network Monitoring, TCP/IP, Virtualization (VMware), SD-WAN, Active Directory",41707,67078,IT Support
Senior QA Engineer,Harborline Technologies,"New York, NY",Full-time,"Postman, Performance Testing, Jest, Python, Quality Assurance, CI/CD Pipelines, Test Case Design, Pytest",97775,144868,QA & Testing
Mid-level Manual QA Tester,Quietstone Security,"San Francisco, CA",Internship,"Accessibility Testing, Continuous Testing, Jest, CI/CD Pipelines, Communication, Python, Pytest, API Testing",66311,92211,QA & Testing
Junior Cybersecurity Engineer,Consolebridge Systems,"Seattle, WA",Contract,"Endpoint Security, Threat Modeling, Security Auditing",60934,90495,Security
Senior Offensive Security Engineer,Watchtower Data Co,Remote,Full-time,"Endpoint Security, Python, Shell Scripting, GDPR Compliance",108163,162941,Security
Junior QA Engineer,Streamline Cyber Co,"Vancouver, BC",Full-time,"Appium, Mobile Testing, Test Case Design, Continuous Testing, JavaScript",53907,80115,QA & Testing
Technical Support Engineer,Bastion Point Systems,"London, UK",Internship,"Storage Area Networks, Network Automation, VPN Configuration, SD-WAN, Network Routing & Switching, Windows Server Administration",59774,82810,IT Support
Senior Security Engineer,Signalcheck Labs,Remote,Full-time,"Cloud Security, Application Security, Secure Code Review, SOC Operations, Python",105171,161546,Security
Staff Systems Administrator,Watchtower Data Co,"Atlanta, GA",Full-time,"Network Routing & Switching, Network Automation, Customer Service",123806,164878,IT Support
Junior Offensive Security Engineer,Streamline Cyber Co,"London, UK",Internship,"TCP/IP, DevSecOps, Firewall Configuration, ISO 27001, VPN Configuration, Time Management, Threat Modeling",61525,85805,Security
Senior QA Analyst,Vanguard Mesh Systems,"Chicago, IL",Full-time,"Load Testing (JMeter), Jira, Python, Test Plan Development, Continuous Testing, Jest",83116,126904,QA & Testing
Lead Security Architect,Pinecrest Digital,"Seattle, WA",Full-time,"Amazon Web Services (AWS), TCP/IP, GDPR Compliance, Linux Administration, VPN Configuration, Zero Trust Architecture, SOC 2 Compliance",154183,210503,Security
Mid-level QA Engineer,Lattice Works,"Seattle, WA",Full-time,"Behavior-Driven Development, API Testing, Load Testing (JMeter), Test Plan Development, SQL, Playwright, Jira",70427,107936,QA & Testing
Junior Cybersecurity Analyst,Gridline Support Co,"Chicago, IL",Full-time,"Microsoft Azure, VPN Configuration, DevSecOps, Malware Analysis, Python, Cloud Security, HIPAA Compliance, Zero Trust Architecture",56447,83050,Security
Security Engineer,Nova Field Labs,"San Francisco, CA",Full-time,"DevSecOps, Secure Code Review, Cloud Security, VPN Configuration, Security Auditing",83210,116544,Security
IT Support Manager,Trustline Networks,"Dallas, TX",Full-time,"Active Directory, VoIP Systems, SD-WAN",106538,161496,IT Support
Junior Security Analyst,Quietstone Security,Remote,Contract,"SIEM Tools, DevSecOps, Interpersonal Skills, Digital Forensics",56823,82566,Security
Senior Penetration Tester,Precisionpath QA,Singapore,Full-time,"Linux Administration, VPN Configuration, DevSecOps, Secure Code Review, Zero Trust Architecture, Incident Response, soc 2 compliance",111915,163393,Security
QA Manager,Byteforge Labs,"Austin, TX",Full-time,"SQL, Test Case Design, Appium, Regression Testing",138944,184024,QA & Testing
Mid-level Manual QA Tester,Fieldwire IT Systems,Remote,Full-time,"Performance Testing, API Testing, Selenium, Agile Methodology",62206,94292,QA & Testing
Junior SOC Analyst,Vanguard Mesh Systems,"Dublin, Ireland",Internship,"SIEM Tools, GDPR Compliance, Shell Scripting, Linux Administration, Amazon Web Services (AWS), Cryptography, Microsoft Azure, Presentation Skills",56979,81880,Security
Manager QA Engineer,Ironwood Systems,"Bengaluru, India",Full-time,"JavaScript, Documentation Best Practices, Mobile Testing, Postman, Accessibility Testing, Performance Testing",109437,165643,QA & Testing
IT Support Manager,Ironwood Systems,Remote,Internship,"Network Automation, Network Monitoring, IPv6",130191,173735,IT Support
Mid-level Security Analyst,Fieldwire IT Systems,"New York, NY",Full-time,"SOC Operations, VPN Configuration, Security Auditing, Application Security, TCP/IP, Amazon Web Services (AWS)",76628,114396,Security
Junior Cybersecurity Analyst,Pinecrest Digital,"Atlanta, GA",Part-time,"VPN Configuration, Digital Forensics, GRC (Governance, Risk & Compliance), Penetration Testing, Zero Trust Architecture, Public Key Infrastructure",54700,78604,Security
Intern IT Support Analyst,Bluepeak Software,Remote,Full-time,"Endpoint Security, Documentation Best Practices, DNS Administration, NETWORK AUTOMATION, IPv6",15000,31120,IT Support
Junior SDET,Cryptbridge Systems,"Austin, TX",Full-time,"Test Case Design, Playwright, Quality Assurance, Test Plan Development, Exploratory Testing, Mobile Testing, Agile Methodology",53622,83370,QA & Testing
Junior Manual QA Tester,Coreloop Systems,"Raleigh, NC",Full-time,"Performance Testing, Exploratory Testing, Quality Assurance, Test Case Design, Test Plan Development",44069,69880,QA & Testing
Senior Help Desk Technician,Bridgeline Networks,"Sydney, Australia",Internship,"Storage Area Networks, Network Routing & Switching, DNS Administration, Network Automation, VoIP Systems, VPN Configuration, Windows Server Administration",69453,108494,IT Support
Junior IT Support Analyst,Anchorpoint Systems,"Bengaluru, India",Full-time,"Network Automation, Customer Service, Storage Area Networks, Load Balancers (F5), DNS Administration, Active Directory, SD-WAN, Network Routing & Switching",37476,58887,IT Support
Junior GRC Analyst,Qualitrix Systems,Remote,Full-time,"GRC (Governance, Risk & Compliance), DevSecOps, Application Security",51384,80060,Security
QA Manager,Truescope Software,"Denver, CO",Full-time,"Mobile Testing, Exploratory Testing, SQL, Pytest, Test Plan Development, Appium, Behavior-Driven Development, Jira",136065,188273,QA & Testing
Senior Technical Support Engineer,Ridgeline Security Labs,Remote,Contract,"TCP/IP, DNS Administration, Customer Service",76446,116988,IT Support
Lead Cybersecurity Engineer,Ticketforge Systems,"Raleigh, NC",Full-time,"Cloud Security, Endpoint Security, Documentation Best Practices, Application Security, Secure Code Review, Penetration Testing",143124,190690,Security
Junior GRC Analyst,Validex Systems,"Berlin, Germany",Contract,"SIEM Tools, Zero Trust Architecture, Network Security, Malware Analysis",51753,76209,Security
Lead SDET,Palisade Systems Inc,"Dublin, Ireland",Full-time,"Jira, JavaScript, Test Automation, Accessibility Testing, Appium, Documentation Best Practices, Behavior-Driven Development, API Testing",133966,176024,QA & Testing
Staff Offensive Security Engineer,Ridgeline Security Labs,Remote,Full-time,"Security Auditing, SOC Operations, Cloud Security, Application Security, Firewall Configuration, Threat Modeling, OWASP",148330,202019,Security
Junior Technical Support Engineer,Uptime Grove IT,"Bengaluru, India",Full-time,"DNS Administration, Linux Administration, Load Balancers (F5), SD-WAN, Windows Server Administration, TCP/IP, Network Automation, VoIP Systems",44206,62570,IT Support
Systems Administrator,Terminalpoint Tech,"Berlin, Germany",Full-time,"Storage Area Networks, Windows Server Administration, Load Balancers (F5), Customer Service, Active Directory, Endpoint Security, Network Routing & Switching",68862,102588,IT Support
Staff SDET,Uptime Grove IT,"Toronto, ON",Part-time,"Python, Load Testing (JMeter), Jest, Unit Testing, Postman, Cypress, SQL",138197,190215,QA & Testing
Manager QA Engineer,Frameworth Digital,Remote,Full-time,"Load Testing (JMeter), Unit Testing, Quality Assurance, JavaScript, API Testing, Pytest, Exploratory Testing",108839,165424,QA & Testing
Lead SOC Analyst,Assurewave Software,"Seattle, WA",Full-time,"SECURE CODE REVIEW, SOC Operations, SIEM Tools, Documentation Best Practices",127132,177199,Security
Principal Security Architect,Uptime Grove IT,"Austin, TX",Internship,"Shell Scripting, Identity and Access Management, Endpoint Security, Threat Modeling, Firewall Configuration, GDPR Compliance, SOC 2 Compliance, Cryptography",174416,230062,Security
Senior Cybersecurity Engineer,Cobalt Robotics Group,Remote,Full-time,"Network Security, Endpoint Security, GRC (Governance, Risk & Compliance), Jira, Penetration Testing, ISO 27001, Zero Trust Architecture, Python",109192,161108,Security
Senior Cybersecurity Analyst,Blueforge Cyber,"Bengaluru, India",Full-time,"Endpoint Security, Threat Modeling, Cloud Security, VPN Configuration, Firewall Configuration, SOC Operations, Git",101871,154092,Security
Intern Cybersecurity Analyst,Streamline Cyber Co,Singapore,Full-time,"Penetration Testing, GDPR Compliance, TCP/IP, Vulnerability Assessment, GRC (Governance, Risk & Compliance), Vulnerability Assessment",19052,39770,Security
Staff QA Lead,Onyx Bridge Tech,"Boston, MA",Full-time,"Python, Behavior-Driven Development, Playwright, Interpersonal Skills, SQL, Test Automation",139089,195869,QA & Testing
Lead Security Engineer,Vertex Cloud Labs,"Sydney, Australia",Part-time,"Incident Response, Cloud Security, HIPAA Compliance, OWASP",142981,189369,Security
Intern IT Support Analyst,Truescope Software,"Dallas, TX",Contract,"Virtualization (VMware), Storage Area Networks, VoIP Systems, Load Balancers (F5), VPN Configuration",16115,31308,IT Support
Mid-level QA Analyst,Shieldwall Technologies,"Raleigh, NC",Full-time,"Appium, Load Testing (JMeter), Postman, Jira, Jira, Unit Testing",62195,95618,QA & Testing
Junior IT Support Analyst,Peaksec Technologies,"Boston, MA",Full-time,"Interpersonal Skills, Active Directory, Linux Administration, Storage Area Networks",39650,59145,IT Support
Quality Assurance Engineer,Bastion Point Systems,Remote,Part-time,"Mobile Testing, Selenium, Quality Assurance, Test Automation, Unit Testing, Accessibility Testing",69332,101743,QA & Testing
Junior Manual QA Tester,Blueforge Cyber,"Chicago, IL",Part-time,"Quality Assurance, Unit Testing, Playwright, Pytest, Continuous Testing, SQL",47304,72121,QA & Testing
QA Manager,Beacon Ridge Security,"Vancouver, BC",Part-time,"Playwright, Behavior-Driven Development, Exploratory Testing, Appium, Quality Assurance, Performance Testing",121145,181879,QA & Testing
Lead Systems Administrator,Anchorpoint Systems,"Chicago, IL",Full-time,"Customer Service, Endpoint Security, Virtualization (VMware), IPv6",117513,157381,IT Support
